region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,sfa_te_translog
Salyan district,district,2011,34.59,13.49,32112.0,29915.0,21663.0,48.0,42207.0,20.8,104.7,42.6,32.8,34.59,20.8,0.7866434785221785
Salyan district,district,2012,36.67,13.18,32518.0,30361.0,21504.0,48.0,42258.0,8.6,121.3,39.83,33.9,36.67,8.6,0.7834389768128823
Salyan district,district,2013,39.26,13.73,32855.0,31176.0,21004.0,48.0,44762.0,26.7,147.2,49.8,39.3,39.26,26.7,0.7913853183253624
Salyan district,district,2014,48.74,14.32,33293.0,31650.0,22434.0,48.0,44775.0,12.3,132.0,54.76,40.38,48.74,12.3,0.7874347509032059
Salyan district,district,2015,32.72,14.07,33351.0,32014.0,20861.0,48.0,45000.0,38.3,125.2,45.24,45.52,32.72,38.3,0.7864592206160921
Salyan district,district,2016,35.77,14.42,33426.0,31995.0,19091.0,48.0,45011.0,38.7,130.0,49.6,43.44,35.77,38.7,0.787280437610251
Salyan district,district,2017,33.76,17.29,33292.0,31950.0,18079.0,48.0,45857.0,48.1,83.8,49.99,32.12,33.76,48.1,0.7924885245629267
Salyan district,district,2018,31.67,15.44,33304.0,31994.0,19840.0,48.0,49957.0,57.6,126.2,49.8,47.73,31.67,57.6,0.8111753613699135
Salyan district,district,2019,48.25,16.95,33324.0,32205.0,22352.0,48.0,50030.0,11.9,106.8,54.0,42.12,48.25,11.9,0.8093423834163692
Salyan district,district,2020,35.45,29.2,33329.0,32268.0,22249.0,48.0,50487.0,8.1,69.9,37.59,50.0,35.45,8.1,0.8109512516190103
Salyan district,district,2021,62.28,32.84,33331.0,32344.0,20925.0,48.0,50606.0,15.9,50.8,72.18,52.53,62.28,15.9,0.8113537703336607
Salyan district,district,2022,52.95,37.5,33279.0,32366.0,17689.0,48.0,50749.0,13.5,23.6,60.13,47.01,52.95,13.5,0.8128523681132369
Salyan district,district,2023,49.65,49.6,33264.0,32447.0,16465.0,48.0,50870.0,37.8,56.3,68.39,78.18,49.65,37.8,0.8132677057254614
Salyan district,district,2024,50.63,50.0,33155.0,32933.0,17217.0,48.0,50865.0,58.1,75.7,80.05,87.87,50.63,58.1,0.8098323515483716
Samukh district,district,2000,,,7104.0,6031.0,1652.0,,8464.0,,,,,,,0.8070029310218128
Samukh district,district,2001,,,7321.0,6340.0,1635.0,,7143.0,,,,,,,0.7513570074144981
Samukh district,district,2002,,,7606.0,6531.0,1820.0,,8413.0,,,,,,,0.7853354294229167
Samukh district,district,2003,,,7866.0,6813.0,2339.0,,8700.0,,,,,,,0.7809349454562415
Samukh district,district,2004,,,8415.0,7279.0,2843.0,,10837.0,,,,,,,0.8147031210648271
Samukh district,district,2005,9.7,14.0,8530.0,7416.0,2960.0,45.5,11094.0,20.8,18.0,18.12,17.71,9.7,20.8,0.8153206831705836
Samukh district,district,2006,,,8776.0,7720.0,3633.0,,11113.0,,,,,,,0.8052273427554044
Samukh district,district,2007,,,9171.0,8089.0,8582.0,,12850.0,,,,,,,0.8201667657956757
Samukh district,district,2008,21.18,15.96,9530.0,8516.0,7314.0,47.0,13032.0,37.8,41.1,40.0,45.17,21.18,37.8,0.8131341360161831
Samukh district,district,2009,25.11,24.6,9582.0,8554.0,8568.0,47.3,13106.0,32.7,37.0,34.64,50.0,25.11,32.7,0.8122069120912528
Samukh district,district,2010,21.99,28.57,9804.0,8793.0,7861.0,47.2,13616.0,39.0,80.0,32.2,69.2,21.99,39.0,0.8149827265820145
Samukh district,district,2011,24.52,28.57,9901.0,8951.0,7727.0,47.1,13685.0,27.1,35.0,35.7,38.6,24.52,27.1,0.8122699414308645
Samukh district,district,2012,24.62,28.93,10013.0,9018.0,7848.0,47.0,13714.0,31.2,37.5,37.25,45.8,24.62,31.2,0.810956050150911
Samukh district,district,2013,28.94,32.97,10164.0,9144.0,7900.0,47.1,14041.0,35.2,25.0,35.9,37.0,28.94,35.2,0.8129446766219107
Samukh district,district,2014,30.89,30.56,10247.0,9220.0,7880.0,47.2,14099.0,15.5,54.7,36.98,50.0,30.89,15.5,0.812022459523691
Samukh district,district,2015,33.7,38.46,10342.0,9346.0,7569.0,47.2,16737.0,31.6,27.3,39.43,60.03,33.7,31.6,0.8433250811968183
Samukh district,district,2016,33.43,41.67,12078.0,11256.0,7612.0,47.2,29014.0,25.3,40.3,42.13,60.0,33.43,25.3,0.8932452225772456
Samukh district,district,2017,40.88,40.78,11750.0,10964.0,5893.0,47.1,30413.0,18.9,19.8,50.25,50.0,40.88,18.9,0.9013559626982449
Samukh district,district,2018,46.28,36.63,12377.0,11572.0,6509.0,47.0,30785.0,54.2,36.6,60.92,71.25,46.28,54.2,0.8969337538411503
Samukh district,district,2019,45.64,50.48,12222.0,11414.0,7074.0,47.0,31359.0,36.0,59.2,62.09,79.74,45.64,36.0,0.8998552351388236
Samukh district,district,2020,48.41,48.0,11872.0,11075.0,8110.0,47.0,31367.0,46.9,40.6,71.13,67.48,48.41,46.9,0.9023486479292
Samukh district,district,2021,47.84,64.9,11470.0,10672.0,8542.5,47.0,32547.0,24.2,23.3,58.69,80.0,47.84,24.2,0.9087174874538536
Samukh district,district,2022,55.11,60.04,11131.0,10395.0,8361.5,47.0,32657.0,24.5,33.3,68.92,80.0,55.11,24.5,0.9112160391342063
Samukh district,district,2023,57.19,50.66,11178.0,10447.0,7720.1,47.0,33207.0,20.4,58.0,70.28,80.03,57.19,20.4,0.9123317892076217
Samukh district,district,2024,57.05,53.53,11215.0,10586.0,8071.3,47.0,33708.0,20.2,49.4,72.91,80.8,57.05,20.2,0.9123385143901406
Shabran district,district,2000,,,10448.0,8504.0,4.0,,10408.0,,,,,,,0.7812794283430539
Shabran district,district,2002,,,10690.0,9150.0,4.0,,10747.0,,,,,,,0.7690973121401901
Shabran district,district,2003,,,10743.0,9241.0,4.0,,11821.0,,,,,,,0.7903905785429852
Shabran district,district,2004,,,10796.0,9387.0,59.0,,10755.0,,,,,,,0.7643547162066879
Shabran district,district,2005,14.0,,10239.0,9154.0,66.0,48.2,10819.0,-15.0,35.3,11.96,18.93,14.0,-15.0,0.7727756769799607
Shabran district,district,2006,,,10323.0,9290.0,67.0,,10820.0,,,,,,,0.7686974422497176
Shabran district,district,2007,,,10655.0,9521.0,771.0,,10821.0,,,,,,,0.7536339336622276
Shabran district,district,2008,19.04,14.0,11378.0,10114.0,963.0,41.8,10889.0,-4.4,,23.37,50.0,19.04,-4.4,0.736515346822773
Shabran district,district,2009,23.33,20.17,11404.0,10156.0,962.0,48.0,11068.0,-30.6,10.1,33.01,38.0,23.33,-30.6,0.7399545609633466
Shabran district,district,2010,38.73,37.5,11711.0,10442.0,846.0,54.4,11885.0,62.7,,58.2,,38.73,62.7,0.7525622277437202
Shabran district,district,2011,47.28,,11892.0,10599.0,672.0,48.0,12377.0,28.9,,52.4,,47.28,28.9,0.7605633389716285
Shabran district,district,2012,53.26,,11976.0,10699.0,689.0,47.9,12666.0,23.8,,58.65,,53.26,23.8,0.7640186216374816
Shabran district,district,2013,64.12,,11828.0,10576.0,637.0,47.5,13063.0,23.1,,63.5,,64.12,23.1,0.7755862130150878
Shabran district,district,2014,87.92,22.22,11512.0,10183.0,656.0,48.3,15478.0,24.5,128.3,68.05,60.0,87.92,24.5,0.8235152928053378
Shabran district,district,2015,75.23,20.0,12072.0,10674.0,812.0,47.7,15485.0,28.0,,72.72,,75.23,28.0,0.8125316288858649
Shabran district,district,2016,92.05,20.0,11760.0,10450.0,855.0,47.7,15541.0,20.1,,75.51,,92.05,20.1,0.8177826498398838
Shabran district,district,2017,72.0,,11770.0,10479.0,828.0,48.0,14602.0,10.9,,79.41,,72.0,10.9,0.8036644461904072
Shabran district,district,2018,94.38,,11900.0,10587.0,647.0,48.3,15011.0,16.9,,80.62,,94.38,16.9,0.8084867603860652
Shabran district,district,2019,164.23,30.0,11933.0,10724.0,686.0,48.1,15060.0,22.0,,98.57,,,22.0,0.8060090535388821
Shabran district,district,2020,47.83,48.0,11977.0,10760.0,679.4,48.0,15167.0,66.5,,75.41,,47.83,66.5,0.8068539998064272
Shabran district,district,2021,59.76,53.0,11957.0,10765.0,720.9,48.0,15252.0,29.1,,66.46,,59.76,29.1,0.8077555014922894
Shabran district,district,2022,54.21,,11746.0,10694.0,747.5,48.0,15216.0,45.8,,72.99,,54.21,45.8,0.8086065720945632
Shabran district,district,2023,56.67,,11725.0,10694.0,1032.4,48.0,15061.0,49.0,,77.98,,56.67,49.0,0.8049289511753174
Shabran district,district,2024,49.07,,11214.0,10293.0,992.7,38.9,15108.0,43.7,,78.11,,49.07,43.7,0.81448577073154
Shahbuz district,district,2000,,,7258.0,7258.0,400.0,,10348.0,,,,,,,0.8153704930352363
Shahbuz district,district,2001,,,7804.0,7804.0,430.0,,9599.0,,,,,,,0.7797757154105102
Shahbuz district,district,2002,,,8593.0,8593.0,437.0,,10621.0,,,,,,,0.7797079548086221
Shahbuz district,district,2003,,,8846.0,8846.0,729.0,,10972.0,,,,,,,0.7778757494263404
Shahbuz district,district,2004,,,9214.0,9214.0,616.0,,11227.0,,,,,,,0.7736930633657488
Shahbuz district,district,2005,,,9653.0,9653.0,495.0,,11672.0,,,,,,,0.772179652175268
Shahbuz district,district,2006,,,9874.0,9874.0,408.0,,12149.0,,,,,,,0.7772001214014272
Shahbuz district,district,2007,,,10098.0,10098.0,360.0,,12565.0,,,,,,,0.7802668747650989
Shahbuz district,district,2008,,,10246.0,10246.0,412.0,,12918.0,,,,,,,0.7829001145029311
Shahbuz district,district,2009,,,10400.0,10400.0,402.0,,13296.0,,,,,,,0.7862785558905719
Shahbuz district,district,2010,,,10523.0,10523.0,382.0,,13610.0,,,,,,,0.7891688803111149
Shahbuz district,district,2011,,,10650.0,10650.0,386.0,,13785.0,,,,,,,0.7891977590796528
Shahbuz district,district,2012,,,10875.0,10875.0,388.0,,13950.0,,,,,,,0.7867681777630973
Shahbuz district,district,2013,,,10994.0,10994.0,332.0,,13980.0,,,,,,,0.7850371188520617
Shahbuz district,district,2014,,,11114.0,11114.0,326.0,,14012.0,,,,,,,0.7828572014637639
Shahbuz district,district,2015,,,11240.0,11240.0,300.0,,14265.0,,,,,,,0.7846481523347071
Shahbuz district,district,2016,,,11374.0,11374.0,304.0,,14421.0,,,,,,,0.7842418718688062
Shahbuz district,district,2017,,,11524.0,11524.0,217.0,,14865.0,,,,,,,0.7892779336165354
Shahbuz district,district,2018,,,11657.0,11657.0,212.0,,15042.0,,,,,,,0.7893013125352063
Shahbuz district,district,2019,,,11796.0,11796.0,218.0,,15301.0,,,,,,,0.7903697269309116
Shahbuz district,district,2020,,,11957.0,11957.0,367.0,,15578.0,,,,,,,0.7898137384116131
Shahbuz district,district,2021,,,12107.0,12107.0,495.0,,15767.0,,,,,,,0.7885811301096185
Shahbuz district,district,2022,,,12247.0,12247.0,494.0,,15962.0,,,,,,,0.7886823253929447
Shahbuz district,district,2023,,,4794.0,4794.0,504.0,,10824.0,,,,,,,0.8907383488123123
Shahbuz district,district,2024,,,4338.0,4338.0,349.0,,10927.0,,,,,,,0.9031487904289076
Shaki district,district,2000,,,24891.0,18878.0,1092.0,,27874.0,,,,,,,0.812161483620294
Shaki district,district,2001,,,25839.0,19588.0,809.0,,31563.0,,,,,,,0.8309020034530891
Shaki district,district,2002,,,26301.0,20118.0,1131.0,,32263.0,,,,,,,0.8289477678853866
Shaki district,district,2003,,,27111.0,20788.0,1341.0,,32175.0,,,,,,,0.8212002538206067
Shaki district,district,2004,,,28450.0,21783.0,1626.0,,34207.0,,,,,,,0.8234398251323175
Shaki district,district,2005,28.48,12.8,30668.0,24116.0,1857.0,46.7,35733.0,19.9,43.1,34.38,18.32,28.48,19.9,0.8106326836683946
Shaki district,district,2006,,,31551.0,25376.0,2419.0,,38763.0,,,,,,,0.8162119320335743
Shaki district,district,2007,,,33940.0,27922.0,4713.0,,40242.0,,,,,,,0.8005974952858163
Shaki district,district,2008,48.23,32.0,35450.0,29260.0,7780.0,48.0,47273.0,22.1,71.9,58.52,55.0,48.23,22.1,0.823092724922968
Shaki district,district,2009,48.53,35.0,36917.0,30408.0,9487.0,48.0,47602.0,21.7,71.4,58.63,60.0,48.53,21.7,0.8156778964770657
Shaki district,district,2010,46.45,38.0,37896.0,31364.0,7598.0,47.4,49823.0,26.9,70.9,58.6,65.0,46.45,26.9,0.8199984496872806
Shaki district,district,2011,37.54,41.56,38694.0,32134.0,8647.0,48.0,50222.0,72.5,71.1,64.6,65.0,37.54,72.5,0.8160538359016031
Shaki district,district,2012,43.08,40.19,38984.0,32393.0,7753.0,48.0,54294.0,21.5,75.1,52.4,70.0,43.08,21.5,0.8308017181017143
Shaki district,district,2013,40.0,41.99,39124.0,32571.0,6755.0,48.0,55789.0,19.1,54.8,47.6,65.0,40.0,19.1,0.8355465351493127
Shaki district,district,2014,38.59,43.0,36305.0,30160.0,6858.0,48.0,57508.0,25.6,62.8,48.56,70.0,38.59,25.6,0.8539726649623237
Shaki district,district,2015,45.0,39.99,35496.0,29618.0,7228.0,48.0,55692.0,4.6,75.0,47.27,70.0,45.0,4.6,0.8514334906106551
Shaki district,district,2016,38.96,43.0,35696.0,29819.0,6387.0,48.0,56845.0,,62.8,42.74,70.0,38.96,62.8,0.854165296631372
Shaki district,district,2017,36.84,40.0,35921.0,30029.0,5583.0,48.0,58261.0,30.0,75.0,47.82,70.0,36.84,30.0,0.8574641063166213
Shaki district,district,2018,36.5,40.0,35944.0,30605.0,5001.0,48.0,58973.0,33.8,50.9,65.57,60.36,36.5,33.8,0.8567974189156521
Shaki district,district,2019,36.96,34.36,35648.0,30954.0,4644.0,48.0,59121.0,37.4,37.9,69.44,61.54,36.96,37.4,0.8556617732273556
Shaki district,district,2020,22.7,37.49,34914.0,30478.0,4042.0,48.0,60678.0,37.5,56.4,69.85,72.87,22.7,37.5,0.8624866108506
Shaki district,district,2021,22.83,36.66,32721.0,29275.0,4120.0,48.0,61638.0,20.1,59.9,84.09,61.18,22.83,20.1,0.8704366427187221
Shaki district,district,2022,31.69,34.92,31935.0,28500.0,4149.0,43.9,54558.0,55.5,47.2,96.99,48.37,31.69,55.5,0.8562130805730824
Shaki district,district,2023,85.22,34.98,28375.0,25872.0,4360.2,12.0,53731.0,33.3,22.0,120.0,81.14,85.22,33.3,0.8681664400580926
Shaki district,district,2024,95.35,,27628.0,25560.0,4396.5,12.5,53282.0,77.1,,151.54,,95.35,77.1,0.8686567572589287
Shamakhi district,district,2001,,,17051.0,15776.0,1958.0,,17749.0,,,,,,,0.7416397253312768
Shamakhi district,district,2002,,,17718.0,16500.0,15.0,,19339.0,,,,,,,0.7610148579034326
Shamakhi district,district,2003,,,18063.0,16887.0,15.0,,20037.0,,,,,,,0.7639698937923041
Shamakhi district,district,2008,,9.01,19199.0,18788.0,35.0,,20671.0,,-7.5,,25.67,9.01,-7.5,0.7432899546439325
Shamakhi district,district,2009,,13.44,19250.0,18856.0,96.0,,20878.0,,17.0,,55.0,13.44,17.0,0.7454167380480136
Shamakhi district,district,2010,,13.81,19312.0,18901.0,117.0,,20880.0,,13.9,,79.9,13.81,13.9,0.7446292792868302
Shamakhi district,district,2011,,14.34,19544.0,19126.0,117.0,,21074.0,,14.0,,80.0,14.34,14.0,0.743793782393388
Shamakhi district,district,2012,,18.87,19759.0,19336.0,147.0,,22358.0,,14.0,,80.0,18.87,14.0,0.7568687293626366
Shamakhi district,district,2013,,16.11,19971.0,19652.0,328.0,,22674.0,,25.1,,80.0,16.11,25.1,0.7548015447646296
Shamakhi district,district,2014,,25.0,20055.0,19733.0,431.0,,23011.0,,167.2,,80.62,25.0,167.2,0.7569937883082143
Shamakhi district,district,2015,,37.27,20115.0,19797.0,364.0,,23146.0,,212.9,,80.23,37.27,212.9,0.7581235837867413
Shamakhi district,district,2016,,35.29,20155.0,19900.0,399.0,,23261.0,,225.5,,73.74,35.29,225.5,0.7577998257905081
Shamakhi district,district,2017,,32.1,13602.0,13339.0,485.0,,20319.0,,55.6,,70.0,32.1,55.6,0.8229605982158575
Shamakhi district,district,2018,29.9,76.99,13584.0,13298.0,450.0,41.0,21796.0,,38.4,,75.26,29.9,38.4,0.83741706571124
Shamakhi district,district,2019,38.5,75.63,14631.0,14340.0,722.0,41.0,29483.0,,40.7,,74.44,38.5,40.7,0.8721489747709891
Shamakhi district,district,2020,38.7,76.77,14720.0,14434.0,806.0,41.0,33256.0,,40.5,,74.52,38.7,40.5,0.8862141329360881
Shamakhi district,district,2021,39.0,35.17,14285.0,13955.0,564.0,38.0,37477.0,,55.6,,70.0,39.0,55.6,0.9026721549563465
Shamakhi district,district,2022,40.27,36.13,15502.0,15168.0,695.5,38.1,44013.0,83.1,,76.92,,40.27,83.1,0.9089357519896079
Shamakhi district,district,2023,47.19,47.0,14112.0,13851.0,843.8,37.3,48243.0,11.8,,75.44,,47.19,11.8,0.9221812281983471
Shamakhi district,district,2024,49.12,49.57,13424.0,13162.0,939.4,37.4,49123.0,85.8,72.4,91.59,85.0,49.12,85.8,0.9263787526582953
Shamkir district,district,2000,,,17248.0,15907.0,3456.0,,20793.0,,,,,,,0.7785568234622566
Shamkir district,district,2001,,,18784.0,17952.0,5677.0,,24135.0,,,,,,,0.7823231854772463
Shamkir district,district,2002,,,25184.0,24223.0,5730.0,,26403.0,,,,,,,0.725217105777139
Shamkir district,district,2003,,,25672.0,24705.0,5760.0,,30224.0,,,,,,,0.7579249185167183
Shamkir district,district,2004,,,25765.0,24857.0,5793.0,,32885.0,,,,,,,0.7784595434087329
Shamkir district,district,2005,16.0,,26303.0,25389.0,5093.0,47.9,33425.0,20.0,,19.2,,16.0,20.0,0.7780173429906394
Shamkir district,district,2006,,,26715.0,25765.0,5148.0,,35023.0,,,,,,,0.7859913820093837
Shamkir district,district,2007,,,27880.0,26930.0,5159.0,,36110.0,,,,,,,0.7827118885275095
Shamkir district,district,2008,10.0,,27893.0,26856.0,9704.0,48.0,36770.0,52.5,,20.22,,10.0,52.5,0.7841382529877805
Shamkir district,district,2009,10.01,,28018.0,27131.0,9034.0,48.0,38619.0,116.7,,46.86,,10.01,116.7,0.7940592151777989
Shamkir district,district,2010,17.31,,28562.0,27814.0,10090.0,42.0,45027.0,156.0,,42.2,,17.31,156.0,0.8220055899276331
Shamkir district,district,2011,14.56,,28655.0,28012.0,10092.0,47.3,46962.0,76.4,,46.9,,14.56,76.4,0.8290449123528566
Shamkir district,district,2012,13.93,,28904.0,28341.0,10098.0,46.5,47293.0,83.3,,55.01,,13.93,83.3,0.8281693883732788
Shamkir district,district,2013,15.74,,29132.0,28565.0,9998.0,48.0,48769.0,83.8,,55.1,,15.74,83.8,0.8326872208278787
Shamkir district,district,2014,17.46,,29190.0,28636.0,9372.0,48.0,51450.0,83.3,,55.0,,17.46,83.3,0.842424842490794
Shamkir district,district,2015,18.4,,29202.0,28627.0,9822.0,46.5,54608.0,83.3,,55.0,,18.4,83.3,0.8524777563873988
Shamkir district,district,2016,20.06,,29295.0,28703.0,9771.0,48.0,56355.0,82.5,,55.0,,20.06,82.5,0.8571518764793777
Shamkir district,district,2017,17.53,,29328.0,28729.0,9777.0,47.7,58159.0,83.3,,55.0,,17.53,83.3,0.8618772637886879
Shamkir district,district,2018,16.5,,28303.0,27780.0,9882.0,47.8,59438.0,88.5,,56.54,,16.5,88.5,0.869788717307301
Shamkir district,district,2019,14.83,,27668.0,27260.0,9882.0,42.6,51109.0,89.9,,66.6,,14.83,89.9,0.8494272074327961
Shamkir district,district,2020,15.76,,27827.0,27377.0,10374.5,42.0,52234.0,,,63.46,,15.76,,0.8521461427619101
Shamkir district,district,2021,18.65,,27855.0,27356.0,10603.0,44.2,53435.0,86.8,,63.88,,18.65,86.8,0.8558638585606114
Shamkir district,district,2022,23.28,,27917.0,27401.0,10915.0,47.0,54504.0,254.0,,104.74,,23.28,254.0,0.8586124251663815
Shamkir district,district,2023,6.33,,27965.0,27482.0,10769.0,10.4,55673.0,163.7,,51.33,,6.33,163.7,0.8614820217887134
Shamkir district,district,2024,18.48,,28235.0,27947.0,11529.0,17.3,56953.0,4.0,,25.32,,18.48,4.0,0.8621579078871127
Sharur district,district,2000,,,18564.0,17929.0,6421.0,,18950.0,,,,,,,0.7149121534739645
Sharur district,district,2001,,,19388.0,18744.0,6553.0,,23690.0,,,,,,,0.7654324447158819
Sharur district,district,2002,,,19610.0,19047.0,7028.0,,24495.0,,,,,,,0.7695286782328596
Sharur district,district,2003,,,16155.0,15598.0,6950.0,,19135.0,,,,,,,0.7570977684704966
Sharur district,district,2004,,,16518.0,16383.0,3299.0,,20212.0,,,,,,,0.7637239691304542
Sharur district,district,2005,,,17215.0,17073.0,3417.0,,21265.0,,,,,,,0.7659431917244486
Sharur district,district,2006,,,18660.0,18518.0,3490.0,,22337.0,,,,,,,0.7570600303314171
Sharur district,district,2007,,,18680.0,18544.0,3681.0,,23127.0,,,,,,,0.7656921304077176
Sharur district,district,2008,,,18947.0,18806.0,3931.0,,23690.0,,,,,,,0.7679214327610262
Sharur district,district,2009,,,19250.0,19098.0,3487.0,,24512.0,,,,,,,0.7734997705664033
Sharur district,district,2010,,,19535.0,19330.0,3043.0,,25236.0,,,,,,,0.7786133828384969
Sharur district,district,2011,,,19750.0,19514.0,3046.0,,25690.0,,,,,,,0.7807059836195013
Sharur district,district,2012,,,19980.0,19614.0,4117.0,,26190.0,,,,,,,0.7825550340025847
Sharur district,district,2013,,,20190.0,19820.0,3999.0,,26250.0,,,,,,,0.7806768181431494
Sharur district,district,2014,,,20418.0,20042.0,3994.0,,26358.0,,,,,,,0.7789070895702898
Sharur district,district,2015,,,20776.0,20287.0,3986.0,,26854.0,,,,,,,0.7805538638368853
Sharur district,district,2016,,,21015.0,20514.0,5024.0,,27265.0,,,,,,,0.7802100437003902
Sharur district,district,2017,,,21468.0,20756.0,7857.0,,27698.0,,,,,,,0.778372126252037
Sharur district,district,2018,,,21725.0,20998.0,7934.0,,28087.0,,,,,,,0.7789204465994616
Sharur district,district,2019,,,21998.0,21256.0,8129.0,,28708.0,,,,,,,0.7812105640024922
Sharur district,district,2020,,,22336.0,21568.0,6788.3,,29294.0,,,,,,,0.7838113512641175
Sharur district,district,2021,,,21652.0,20866.0,6409.6,,29694.0,,,,,,,0.795424037261823
Sharur district,district,2022,,,21906.0,21112.0,6837.0,,30135.0,,,,,,,0.7957611216609852
Sharur district,district,2023,,,11676.0,11304.0,5780.0,,20960.0,,,,,,,0.8501242218322562
Sharur district,district,2024,,,11468.0,11104.0,6144.8,,21226.0,,,,,,,0.8548793282215458
Shusha district,district,2000,,,820.0,796.0,102.0,,732.0,,,,,,,0.7707622969487555
Shusha district,district,2001,,,806.0,806.0,239.0,,854.0,,,,,,,0.7988677336440042
Shusha district,district,2002,,,428.0,418.0,150.0,,940.0,,,,,,,0.9180688708694131
Shusha district,district,2003,,,888.0,848.0,354.0,,734.0,,,,,,,0.7412082059459238
Shusha district,district,2004,,,739.0,739.0,352.0,,881.0,,,,,,,0.8241481259237916
Shusha district,district,2005,,,1100.0,1055.0,362.0,,881.0,,,,,,,0.7225814533421994
Shusha district,district,2006,,,1122.0,1065.0,451.0,,881.0,,,,,,,0.7172422051120122
Shusha district,district,2007,,,1057.0,1013.0,451.0,,898.0,,,,,,,0.739198985128478
Shusha district,district,2008,,17.78,1223.0,1182.0,515.0,,898.0,,41.7,,48.36,17.78,41.7,0.6862320151415457
Shusha district,district,2009,,50.0,1335.0,1288.0,613.0,48.0,903.0,,,,,50.0,,0.6562707431889633
Shusha district,district,2010,,27.5,1763.0,1746.0,776.0,,1162.0,,,26.0,,27.5,,0.627413021644194
Shusha district,district,2011,,,1901.0,1879.0,687.0,,1431.0,,,,,,,0.6686199969470721
Shusha district,district,2012,34.44,,1966.0,1933.0,1022.0,48.0,1485.0,125.0,,,,34.44,125.0,0.666371552497488
Shusha district,district,2013,25.11,,2047.0,2022.0,1111.0,48.0,1833.0,33.5,,,,25.11,33.5,0.7150492204854922
Shusha district,district,2014,30.0,,1965.0,1941.0,1075.0,48.2,1834.0,35.2,,80.0,,30.0,35.2,0.7287295686338574
Shusha district,district,2015,,,2003.0,1980.0,1144.0,,1835.0,,,,,,,0.7218787164497719
Shusha district,district,2016,,,2102.0,2074.0,594.0,,1836.0,,,,,,,0.7133137781714625
Shusha district,district,2017,,,2168.0,2138.0,504.0,,1838.0,,,,,,,0.7050896647089803
Shusha district,district,2018,,,2307.0,2268.0,391.0,,1842.0,,,,,,,0.6881654314456493
Shusha district,district,2019,,,2383.0,2343.0,352.0,,1994.0,,,,,,,0.7024065366989726
Shusha district,district,2020,,,2399.0,2356.0,236.5,,2027.0,,,,,,,0.7085818069637603
Shusha district,district,2021,,,2413.0,2376.0,231.9,,2033.0,,,,,,,0.7068124338112964
Shusha district,district,2022,,,2383.0,2352.0,220.7,,2040.0,,,,,,,0.7115650196212501
Shusha district,district,2023,,,2531.0,2497.0,199.0,,2039.0,,,,,,,0.6921564676876848
Shusha district,district,2024,,,2509.0,2467.0,213.1,,2041.0,,,,,,,0.6960499380988716
Siyazan district,district,2001,,,4590.0,4131.0,9.0,,6565.0,,,,,,,0.8510481902920017
Siyazan district,district,2002,,,4540.0,4096.0,10.0,,7838.0,,,,,,,0.8783012871701208
Siyazan district,district,2003,,,4660.0,4200.0,9.0,,7624.0,,,,,,,0.870968614970096
Siyazan district,district,2004,,,4860.0,4381.0,9.0,,7850.0,,,,,,,0.8685383150439848
Siyazan district,district,2005,28.65,12.56,4974.0,4458.0,39.0,47.0,7714.0,3.4,48.9,30.0,22.34,28.65,3.4,0.8623389750664417
Siyazan district,district,2006,,,5024.0,4495.0,41.0,,7880.0,,,,,,,0.8641068047149968
Siyazan district,district,2007,,,5088.0,4583.0,78.0,,8034.0,,,,,,,0.8628664105588028
Siyazan district,district,2008,33.33,15.6,5130.0,4542.0,65.0,50.0,8048.0,0.1,,33.33,50.0,33.33,0.1,0.8648826828621591
Siyazan district,district,2009,55.0,25.65,5325.0,4806.0,6.0,50.0,8023.0,-16.5,117.2,50.17,56.13,55.0,-16.5,0.8563634528542262
Siyazan district,district,2010,18.2,30.75,5446.0,5007.0,22.0,48.0,9557.0,284.6,73.8,70.0,51.4,18.2,284.6,0.8751545172661436
Siyazan district,district,2011,29.73,30.69,5791.0,5388.0,28.0,48.0,9842.0,134.3,64.0,69.6,50.2,29.73,134.3,0.8680935397276219
Siyazan district,district,2012,25.01,35.82,5819.0,5394.0,100.0,48.0,10426.0,151.2,77.5,62.8,63.4,25.01,151.2,0.8743714936760958
Siyazan district,district,2013,27.14,36.67,5901.0,5489.0,221.0,48.0,10766.0,65.4,91.5,45.1,70.0,27.14,65.4,0.8746237801705263
Siyazan district,district,2014,,38.97,5945.0,5607.0,306.0,,11167.0,,80.1,,70.08,38.97,80.1,0.875696534042288
Siyazan district,district,2015,,40.49,6272.0,5984.0,203.0,,12199.0,,66.4,,67.17,40.49,66.4,0.8790287886815353
Siyazan district,district,2016,,46.95,6279.0,5978.0,309.0,,12287.0,,58.6,,74.51,46.95,58.6,0.8791843576328549
Siyazan district,district,2017,,42.49,6245.0,6002.0,335.0,,12338.0,,64.8,,70.0,42.49,64.8,0.8789842230729139
Siyazan district,district,2018,,58.31,6374.0,6145.0,377.0,,12373.0,,20.0,,70.0,58.31,20.0,0.8758512353133905
Siyazan district,district,2019,,52.77,6744.0,6520.0,466.0,,13445.0,,32.6,,70.0,52.77,32.6,0.8779507417356619
