region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw,cost_milk,profitability,cattle_per1000,fodder_per100
Yevlakh district,district,2021,25.84,26.03,30461.0,26493.0,16580.0,59.0,37352.0,145.8,161.7,59.3,62.72,0.3719893409810067,0.3681031622551456,0.3513195433526607,0.3524662580991586,0,0,0.9895529836537452,25.84,145.8,26.493,165.8
Zagatala district,district,2021,50.0,49.1,28935.0,26972.0,8275.0,48.0,43857.0,11.3,30.2,50.07,76.82,0.4264438710009987,0.4245341163805456,0.3787552298897902,0.401744787422138,0,0,0.9955216741280152,50.0,11.3,26.972,82.75
Zardab district,district,2021,32.09,43.01,22919.0,21760.0,17440.0,34.5,31963.0,55.8,10.1,50.0,50.63,0.3901990387125704,0.3835089209336205,0.3735194588468709,0.3675948278343116,0,0,0.9828546020999348,32.09,55.8,21.76,174.4
Absheron district,district,2022,76.13,43.36,14030.0,14030.0,159.8,17.1,51186.0,29.5,8.6,89.58,49.02,1.0,1.0000000000000002,0.1686070608889349,0.6314312523926651,0,0,1.0000000000000002,76.13,29.5,14.03,1.598
Aghdam district,district,2022,7.59,,20707.0,20612.0,10476.3,4.1,41823.0,48.2,,66.7,,0.5583618136119713,0.5561622748536673,0.5233648145915294,0.5328832210852017,0,0,0.996060728537155,7.59,48.2,20.612,104.76299999999999
Aghjabadi district,district,2022,31.12,,45366.0,42610.0,24966.0,4.9,138810.0,38.9,,21.53,,1.0000000000000002,0.8929264726397437,0.0,0.8565883986523731,6,0,0.8929264726397435,31.12,38.9,42.61,249.66
Aghstafa district,district,2022,14.46,,12018.0,9763.0,4730.5,54.4,17621.0,75.0,,80.0,,0.511360633463304,0.4947134758369138,0.4853811440859077,0.4737497928876356,0,0,0.9674453672476828,14.46,75.0,9.763,47.305
Aghsu district,district,2022,74.44,41.42,18906.0,16880.0,980.8,32.3,31120.0,5.9,44.8,78.82,60.0,0.5110843616811653,0.5053283045589888,0.4493007704224622,0.4400836254065189,0,0,0.988737559679497,74.44,5.9,16.88,9.808
Astara district,district,2022,32.16,,19819.0,19601.0,1307.8,23.2,27896.0,22.5,,41.08,,0.3958482661682984,0.3900948208559297,0.353636259038139,0.3436642325008414,0,0,0.985465528577249,32.16,22.5,19.601,13.078
Balakan district,district,2022,43.02,,13739.0,12486.0,2968.0,47.0,22180.0,86.0,,80.0,,0.4981541824773182,0.486905510782869,0.4701773587077115,0.4564594504521414,0,0,0.9774192968961746,43.02,86.0,12.486,29.68
Barda district,district,2022,48.08,,46270.0,44064.0,27864.0,33.4,93292.0,34.0,,64.41,,0.6300735342187298,0.5803192323120987,0.3604699753170607,0.5569123608546807,0,0,0.9210341345818868,48.08,34.0,44.064,278.64
Bilasuvar district,district,2022,72.76,,19603.0,18681.0,7635.2,48.0,27472.0,13.0,,70.87,,0.4092316906936426,0.4030849990801037,0.3912250028537183,0.3848257788046175,0,0,0.9849799227349176,72.76,13.0,18.681,76.352
Fuzuli district,district,2022,29.49,,16289.0,15412.0,6928.0,33.5,28747.0,120.4,,65.0,,0.5183077430935565,0.5112578711600849,0.4960752834457883,0.4891005899013577,0,0,0.9863982893803708,29.49,120.4,15.412,69.28
Gabala district,district,2022,51.81,,20192.0,19865.0,1035.0,54.5,40129.0,18.4,,75.0,,0.5563973626684445,0.5537021969760741,0.4577559412443737,0.4774892329568252,0,0,0.9951560415753148,51.81,18.4,19.865,10.35
Gakh district,district,2022,14.8,,11311.0,10397.0,1728.2,26.2,16370.0,43.5,,76.46,,0.4477805416819101,0.431565892407679,0.4159598821890072,0.399077271193281,0,0,0.9637888479626042,14.8,43.5,10.397,17.282
Gazakh district,district,2022,39.34,31.5,16069.0,14852.0,4782.0,48.0,31787.0,77.8,96.4,80.0,67.68,0.5929637722865383,0.5866392004176422,0.5628527729391066,0.5561124078224798,0,0,0.9893339658095672,39.34,77.8,14.852,47.82
Gobustan district,district,2022,,31.65,11306.0,11178.0,27.0,,22728.0,,127.9,,71.19,0.8514871035232074,0.8077845483885341,0.3865624214795338,0.3620553071448062,0,0,0.9486750240210982,31.65,127.9,11.178,0.27
Goranboy district,district,2022,10.1,,20401.0,20006.0,14896.5,14.3,43094.0,2.2,,40.23,,0.5923812056316847,0.5904226661122908,0.5541674279626203,0.5669206767109589,0,0,0.9966937851829626,10.1,2.2,20.006,148.965
Goychay district,district,2022,36.75,,17856.0,16647.0,6079.0,47.1,19840.0,42.9,,65.68,,0.3357898414215241,0.326672192211543,0.3191052308764671,0.3109112024594591,0,0,0.972847155913405,36.75,42.9,16.647,60.79
Goygol district,district,2022,35.75,16.9,9764.0,9680.0,417.5,40.5,24220.0,44.8,45.5,68.89,80.0,0.6993012271433596,0.6858122846736565,0.6032489037848696,0.5800666970705501,0,0,0.980710826828082,35.75,44.8,9.68,4.175
Guba district,district,2022,37.8,,24691.0,24582.0,640.0,45.4,42718.0,71.3,,64.77,,0.4779895064966107,0.4763214899114047,0.3126505472067418,0.3714908708357886,0,0,0.996510348945876,37.8,71.3,24.582,6.4
Gubadli district,district,2022,36.74,,975.0,975.0,11.0,46.9,1292.0,141.8,,88.78,,1.0000000000000002,0.3645736963081825,0.0,0.2307776846809663,8,0,0.3645736963081825,36.74,141.8,0.975,0.11
Gusar district,district,2022,63.58,,17001.0,16997.0,3566.0,48.0,32197.0,14.5,,80.19,,0.5246274642450471,0.5192178468539503,0.4904080028792921,0.4844306071776573,0,0,0.9896886500235336,63.58,14.5,16.997,35.66
Hajigabul district,district,2022,,88.27,15010.0,14644.0,3621.0,,27084.0,,18.7,,95.07,0.5149129874107395,0.506943505458874,0.4863959882032055,0.4759250532683052,0,0,0.9845226627668872,88.27,18.7,14.644,36.21
Imishli district,district,2022,50.72,52.0,41076.0,39485.0,18971.3,49.8,50379.0,45.6,33.9,82.81,75.0,0.3498217096047506,0.349722745403927,0.3118887247145522,0.3348686603073018,0,0,0.99971710103145,50.72,45.6,39.485,189.713
Ismayilli district,district,2022,49.02,71.01,19328.0,19088.0,500.0,53.4,36594.0,21.8,9.1,61.83,79.51,0.5291813052535351,0.5254796912949893,0.410282712944811,0.4102688511425201,0,0,0.9930050175208432,49.02,21.8,19.088,5.0
Khachmaz district,district,2022,80.4,,26129.0,25429.0,3558.6,33.4,78806.0,25.5,,88.76,,1.0000000000000002,0.8494473801165792,0.208078994627471,0.7800264996279186,0,0,0.8494473801165789,80.4,25.5,25.429,35.586
Kurdamir district,district,2022,51.7,46.19,31102.0,28058.0,8888.0,48.4,47734.0,5.1,18.8,60.21,56.64,0.4669088108303734,0.4663130789995751,0.4170367556724426,0.44178309943849,0,0,0.9987240938337856,51.7,5.1,28.058,88.88
Lankaran district,district,2022,68.04,59.11,25064.0,24654.0,292.1,49.2,35660.0,7.9,11.1,70.7,67.01,0.4041169775965285,0.3964609578427667,0.2355080522805641,0.2546629620089697,0,0,0.9810549415684148,68.04,7.9,24.654,2.9210000000000003
Lerik district,district,2022,50.07,,17874.0,17824.0,308.0,44.9,23743.0,96.2,,64.13,,0.382098737579411,0.3651210718910811,0.2800046775685234,0.2614003485370709,0,0,0.9555673337318956,50.07,96.2,17.824,3.08
Neftchala district,district,2022,19.3,16.4,22440.0,21603.0,9268.2,46.7,31920.0,119.6,100.0,80.0,80.0,0.409318568146218,0.4050002541303397,0.3905629940047098,0.3870881267599549,0,0,0.989449992372846,19.3,119.6,21.603,92.682
Oghuz district,district,2022,40.02,,10152.0,9945.0,1016.0,48.0,14049.0,124.7,,89.94,,0.405292159719271,0.3872104805241393,0.3636059113854971,0.3504300792035602,0,0,0.9553860622232216,40.02,124.7,9.945,10.16
Saatli district,district,2022,30.47,28.5,32547.0,32034.0,18642.7,48.0,41892.0,97.8,13.8,79.11,50.0,0.3598530431302447,0.3584481987243846,0.3379160724194673,0.343849769444685,0,0,0.996096060787371,30.47,97.8,32.034,186.42700000000002
Sabirabad district,district,2022,10.6,,63813.0,61963.0,23752.6,7.9,123523.0,27.8,,44.63,,0.805420769555141,0.5464140691728185,0.2742813129392663,0.5207569367739591,0,0,0.6784206340676068,10.6,27.8,61.963,237.52599999999998
Salyan district,district,2022,52.95,37.5,33279.0,32366.0,17689.0,48.0,50749.0,13.5,23.6,60.13,47.01,0.4298441270899323,0.4297787494653877,0.3830348498341109,0.4120855684723624,0,0,0.999847903878582,52.95,13.5,32.366,176.89
Samukh district,district,2022,55.11,60.04,11131.0,10395.0,8361.5,47.0,32657.0,24.5,33.3,68.92,80.0,0.8697403449929537,0.861109283373184,0.8327143456576372,0.8268890470597385,0,0,0.990076277742595,55.11,24.5,10.395,83.615
Shabran district,district,2022,54.21,,11746.0,10694.0,747.5,48.0,15216.0,45.8,,72.99,,0.4087058328168979,0.390001967981897,0.3611785434267013,0.3448172810688083,0,0,0.954236364315896,54.21,45.8,10.694,7.475
Shaki district,district,2022,31.69,34.92,31935.0,28500.0,4149.0,43.9,54558.0,55.5,47.2,96.99,48.37,0.5308713306135787,0.5247108687202711,0.3843456193054207,0.482617929509089,0,0,0.9883955649174208,31.69,55.5,28.5,41.49
Shamakhi district,district,2022,40.27,36.13,15502.0,15168.0,695.5,38.1,44013.0,83.1,,76.92,,0.7976414093138028,0.7953515476814023,0.5844811991369956,0.6773098402235659,0,0,0.9971292091838982,40.27,83.1,15.168,6.955
Shamkir district,district,2022,23.28,,27917.0,27401.0,10915.0,47.0,54504.0,254.0,,104.74,,0.5515207452188804,0.5452158113086655,0.4768605936921485,0.520161402351034,0,0,0.9885680929232994,23.28,254.0,27.401,109.15
Siyazan district,district,2022,,65.31,6496.0,6304.0,483.0,,14102.0,,23.6,,80.69,0.6455883070909473,0.6131560030592123,0.5695084989982849,0.5456581559821346,0,0,0.949763179296297,65.31,23.6,6.304,4.83
Tartar district,district,2022,53.92,,13220.0,13142.0,9515.4,45.6,23499.0,10.9,,61.49,,0.5003121382025877,0.4901109404302937,0.4795334573633105,0.4705866827509658,0,0,0.9796103332432776,53.92,10.9,13.142,95.154
Yevlakh district,district,2022,26.36,26.44,30586.0,26423.0,16580.0,50.6,38062.0,180.2,157.1,86.3,70.32,0.397240318443737,0.3948352866250661,0.3767879670157354,0.3788964763330984,0,0,0.9939456502600414,26.36,180.2,26.423,165.8
Zagatala district,district,2022,60.0,45.36,28599.0,26650.0,8275.0,48.0,44103.0,1.9,17.9,60.0,70.0,0.4548914806473277,0.4536045452156279,0.4152907445260151,0.4294125850520816,0,0,0.997170895726892,60.0,1.9,26.65,82.75
Zardab district,district,2022,43.0,42.45,22972.0,21895.0,15495.0,34.5,31965.0,16.3,10.2,50.0,50.58,0.40441313354887,0.4001623620625813,0.3874399768843939,0.3841973385308438,0,0,0.9894890369929714,43.0,16.3,21.895,154.95
Absheron district,district,2023,84.9,43.36,11296.0,11296.0,179.1,20.5,54440.0,49.6,8.6,50.32,49.02,0.9999999999999998,1.0000000000000002,0.0,0.4658952927160613,4,0,1.0000000000000004,84.9,49.6,11.296,1.791
Aghjabadi district,district,2023,35.95,,49112.0,46658.0,17506.2,4.8,155630.0,39.3,,49.19,,1.0,0.6921078352464471,0.0,0.6493701972761555,23,0,0.6921078352464473,35.95,39.3,46.658,175.062
Aghstafa district,district,2023,15.57,,12303.0,10137.0,4214.6,54.4,18077.0,118.8,,100.0,,0.4006894878499374,0.3700185344686683,0.3746411534907586,0.3483262433029176,0,0,0.9234545594249386,15.57,118.8,10.137,42.146
Aghsu district,district,2023,76.93,41.42,18926.0,17012.0,846.4,3.8,31765.0,0.9,45.0,77.65,60.07,0.398832504744321,0.3874360718362264,0.3170655687401363,0.3031514927293847,0,0,0.971425516294364,76.93,0.9,17.012,8.464
Astara district,district,2023,33.5,,18254.0,18090.0,1353.3,22.8,28175.0,21.6,,43.79,,0.3355847774717211,0.3231706598853232,0.2846469237990303,0.2736993638543855,0,0,0.9630075068364982,33.5,21.6,18.09,13.533
Balakan district,district,2023,43.02,,13171.0,12037.0,2663.0,47.0,22312.0,86.0,,80.0,,0.4074369312766102,0.3846155226625816,0.3743485589133535,0.3511956079238157,0,0,0.943987874288855,43.02,86.0,12.037,26.63
Barda district,district,2023,47.56,,47321.0,45218.0,24786.0,33.5,96741.0,52.3,,72.43,,0.5767297773418781,0.4439211020794388,0.3141484393274641,0.420754712473724,0,0,0.7697211406795249,47.56,52.3,45.218,247.86
Bilasuvar district,district,2023,76.79,,19509.0,18713.0,7467.7,48.0,27496.0,3.4,,80.06,,0.3171936868448752,0.3048826205878008,0.2976866287965327,0.2867004622128301,0,0,0.9611875432341274,76.79,3.4,18.713,74.67699999999999
Fuzuli district,district,2023,27.75,,13630.0,12770.0,7126.9,19.6,29291.0,136.2,,159.78,,0.4927760716563529,0.4759374383269938,0.4642291490693604,0.4512219797150095,0,0,0.96582903615275,27.75,136.2,12.77,71.26899999999999
Gabala district,district,2023,51.89,,18761.0,18489.0,1036.1,51.7,40343.0,22.3,,82.24,,0.4592721379881928,0.4527529981983052,0.3435081656973571,0.3641430878635217,0,0,0.9858054968924436,51.89,22.3,18.489,10.360999999999999
Gakh district,district,2023,13.26,,11264.0,10366.0,1554.0,27.1,16380.0,16.0,,90.02,,0.3592688504856219,0.327875722119295,0.3218203342225969,0.2929763259659256,0,0,0.9126193981919308,13.26,16.0,10.366,15.54
Gazakh district,district,2023,56.32,47.97,16054.0,14821.0,4457.0,48.1,31724.0,113.3,100.9,100.0,73.8,0.4572418767591152,0.4441370474336883,0.4219570344034057,0.4124151738004595,0,0,0.9713393938929816,56.32,113.3,14.821,44.57
Gobustan district,district,2023,,32.61,10928.0,10807.0,19.0,,19542.0,,126.9,,77.42,0.9999999999999994,0.9516929700106178,0.0,0.1595640472943524,1,0,0.9516929700106184,32.61,126.9,10.807,0.19
Goranboy district,district,2023,45.91,,17586.0,17197.0,14923.0,41.9,43266.0,2.3,,59.73,,0.5275918284742693,0.5220362025962102,0.4784555865340648,0.4966004960583452,0,0,0.9894698409296344,45.91,2.3,17.197,149.23
Goygol district,district,2023,57.77,66.67,9944.0,9869.0,395.0,41.6,24312.0,59.4,50.0,71.08,100.0,0.5413941298257504,0.5111567560017866,0.4281840169798306,0.3775556452865668,0,0,0.944149054897038,57.77,59.4,9.869,3.95
Guba district,district,2023,36.1,,24961.0,24849.0,645.0,33.8,42784.0,79.1,,64.65,,0.3612662696227888,0.3572555930694281,0.1799768274345272,0.2300638435401636,0,0,0.9888982811554804,36.1,79.1,24.849,6.45
Gubadli district,district,2023,36.62,,938.0,938.0,16.0,46.9,1535.0,145.8,,89.98,,1.0,0.3395565470641962,0.0,0.1722578223384333,21,0,0.3395565470641962,36.62,145.8,0.938,0.16
Gusar district,district,2023,63.59,,16600.0,16595.0,3148.4,48.0,32211.0,16.2,,81.4,,0.4142011278840479,0.4027481166813034,0.3714181235047463,0.3647343313073034,0,0,0.972349154959446,63.59,16.2,16.595,31.484
Hajigabul district,district,2023,,98.43,15627.0,15400.0,3343.0,,25424.0,,21.8,,97.61,0.3586644756303287,0.342554538774965,0.3285135276646982,0.3124728630012391,0,0,0.9550835447891748,98.43,21.8,15.4,33.43
Imishli district,district,2023,59.49,,40666.0,39109.0,18332.7,45.6,50389.0,23.0,,78.33,,0.2682266675984261,0.2673410167393458,0.2261801385738111,0.2524762898952709,0,0,0.9966981252572308,59.49,23.0,39.109,183.327
Ismayilli district,district,2023,38.23,74.28,18279.0,18054.0,317.5,48.0,36619.0,31.6,4.7,62.36,79.36,0.4321127601140461,0.4208618979375044,0.2292380250504344,0.2192451422311898,0,0,0.9739631336654528,38.23,31.6,18.054,3.175
Khachmaz district,district,2023,64.28,,24878.0,24378.0,2672.7,34.0,82482.0,13.9,,86.22,,1.0000000000000002,0.7020494080827991,0.0069510493420188,0.6169719808469015,1,0,0.702049408082799,64.28,13.9,24.378,26.726999999999997
Khizi district,district,2023,60.0,,4156.0,4143.0,305.0,48.0,6987.0,66.7,,100.0,,0.4726014679396721,0.3499309671882657,0.3504426791956725,0.2956546669048574,0,0,0.7404356332488892,60.0,66.7,4.143,3.05
Kurdamir district,district,2023,56.55,50.64,30080.0,27277.0,8784.0,48.4,48331.0,10.9,15.1,69.62,60.56,0.3695659136170345,0.3676509940457111,0.3123020148788738,0.3425975040277437,0,0,0.994818462686178,56.55,10.9,27.277,87.84
Lankaran district,district,2023,70.92,62.97,24925.0,24519.0,256.6,49.2,36440.0,6.4,8.3,78.04,67.63,0.3960210089984798,0.3852575301291586,0.2048587734157121,0.1986833169271926,0,0,0.9728209397361476,70.92,6.4,24.519,2.5660000000000003
Lerik district,district,2023,15.63,,17160.0,17134.0,376.0,18.6,27699.0,64.0,,90.7,,0.3528177741355991,0.3354377180107837,0.2310931378804368,0.2007012785708189,0,0,0.950739284132166,15.63,64.0,17.134,3.76
Neftchala district,district,2023,19.25,16.42,24708.0,23774.0,8505.4,46.7,32157.0,100.0,90.5,80.0,80.0,0.2886735394296655,0.2806595564020165,0.2681215374785207,0.2628320481335301,0,0,0.97223859504587,19.25,100.0,23.774,85.054
Oghuz district,district,2023,39.83,,9791.0,9599.0,1041.0,48.0,14094.0,148.9,,100.0,,0.3405973843236447,0.3046595825443793,0.2942058617661693,0.2675513977897299,0,0,0.8944859724902751,39.83,148.9,9.599,10.41
Saatli district,district,2023,30.44,27.78,32657.0,32133.0,16586.0,48.0,41899.0,80.5,15.8,73.44,50.0,0.2738941228870305,0.2705571097971229,0.2492234906624292,0.2561624864925241,0,0,0.9878164122153,30.44,80.5,32.133,165.86
Sabirabad district,district,2023,50.39,,63849.0,62035.0,21475.0,11.2,124397.0,24.2,,62.47,,0.5761791215525812,0.4160827273504143,0.1401182386808634,0.3890961557716917,2,0,0.7221412782699091,50.39,24.2,62.035,214.75
Salyan district,district,2023,49.65,49.6,33264.0,32447.0,16465.0,48.0,50870.0,37.8,56.3,68.39,78.18,0.326248002565644,0.32530726024084,0.2736142037551243,0.3078779264086361,0,0,0.9971164809672212,49.65,37.8,32.447,164.65
Samukh district,district,2023,57.19,50.66,11178.0,10447.0,7720.1,47.0,33207.0,20.4,58.0,70.28,80.03,0.6769231563948974,0.659545276894316,0.635389749023481,0.6269933896540987,0,0,0.974328135569876,57.19,20.4,10.447,77.20100000000001
Shabran district,district,2023,56.67,,11725.0,10694.0,1032.4,48.0,15061.0,49.0,,77.98,,0.3243061228824712,0.2922269033141151,0.2795692037856856,0.2542806045779123,0,0,0.9010835216947732,56.67,49.0,10.694,10.324000000000002
Shaki district,district,2023,85.22,34.98,28375.0,25872.0,4360.2,12.0,53731.0,33.3,22.0,120.0,81.14,0.4311591105914923,0.4309247992831492,0.2974400844588947,0.3877481454256288,0,0,0.999456554894499,85.22,33.3,25.872,43.602
Shamakhi district,district,2023,47.19,47.0,14112.0,13851.0,843.8,37.3,48243.0,11.8,,75.44,,0.72652821670323,0.7227028120368503,0.4424320024798402,0.5907899931518517,0,0,0.9947346784633662,47.19,11.8,13.851,8.437999999999999
Shamkir district,district,2023,6.33,,27965.0,27482.0,10769.0,10.4,55673.0,163.7,,51.33,,0.4267115172687863,0.4203420677302855,0.3305670970525126,0.395032022776942,0,0,0.9850731717314096,6.33,163.7,27.482,107.69
Siyazan district,district,2023,69.11,40.96,6377.0,6148.0,419.0,48.0,13804.0,44.7,120.0,100.0,95.56,0.5315756571829483,0.4658838534374004,0.4413974957236365,0.3887727519312536,0,0,0.8764205944010351,69.11,44.7,6.148,4.19
Tartar district,district,2023,58.67,,13928.0,13872.0,9362.2,46.3,24231.0,8.2,,67.23,,0.3810620245793967,0.3624422557197665,0.3604007125460795,0.3443441651205061,0,0,0.9511371701754272,58.67,8.2,13.872,93.62200000000001
Yevlakh district,district,2023,29.18,26.42,32613.0,28491.0,16600.0,54.9,38193.0,137.8,154.3,33.37,67.8,0.283028056881626,0.2781522948157108,0.2618715123153334,0.2638374679995146,0,0,0.9827728666916072,29.18,137.8,28.491,166.0
Zagatala district,district,2023,70.0,62.19,27990.0,26096.0,8275.0,48.0,44331.0,14.3,38.5,79.99,98.71,0.3557967629847275,0.3524846032802188,0.311817696366533,0.3281992501050608,0,0,0.9906908661092828,70.0,14.3,26.096,82.75
Zardab district,district,2023,43.0,43.2,22475.0,21436.0,13364.0,34.5,31973.0,23.1,10.2,56.46,50.58,0.318451155992362,0.3094897046026248,0.2993282781377228,0.2937784367370244,0,0,0.971859259352313,43.0,23.1,21.436,133.64
Absheron district,district,2024,53.37,43.36,11486.0,11486.0,165.1,11.4,41695.0,57.9,8.6,31.78,49.46,1.0000000000000002,1.0000000000000002,0.544036621379105,0.5822495662900888,0,0,1.0,53.37,57.9,11.486,1.651
Agdash district,district,2024,60.59,,29982.0,23996.0,10109.8,48.0,59824.0,15.8,,72.52,,0.6764557681787073,0.6679955959111413,0.6064531229702539,0.6460579205305923,0,0,0.9874933843932704,60.59,15.8,23.996,101.098
Aghdara district,district,2024,36.61,,2219.0,2093.0,379.7,48.8,137.0,50.3,,55.03,,0.8469244636282849,0.0175383342800713,0.5904011800837508,0.0164759496172839,0,0,0.0207082627002363,36.61,50.3,2.093,3.7969999999999997
Aghjabadi district,district,2024,35.97,,52696.0,50276.0,20516.3,5.3,167207.0,40.8,,41.98,,1.0000000000000009,0.8911088194789256,0.2029304442105604,0.8613647192403906,6,0,0.8911088194789248,35.97,40.8,50.276,205.16299999999998
Aghstafa district,district,2024,39.49,,12159.0,10766.0,4543.0,54.4,18154.0,108.2,,100.0,,0.4822560006056031,0.451809085814376,0.4626470094637904,0.4369815613214471,0,0,0.9368656590006288,39.49,108.2,10.766,45.43
Aghsu district,district,2024,76.93,41.44,18645.0,16489.0,959.4,3.0,32260.0,4.0,45.1,79.99,60.12,0.53978112131989,0.5275517091488467,0.4806090354159769,0.4569569387191181,0,0,0.9773437571489356,76.93,4.0,16.489,9.594
Astara district,district,2024,37.14,,18072.0,17888.0,1373.6,20.6,25966.0,19.7,,48.29,,0.4049076896562824,0.3889379055685014,0.369517998272133,0.3461798788296457,0,0,0.9605594447926208,37.14,19.7,17.888,13.735999999999999
Balakan district,district,2024,42.98,,12950.0,11929.0,2863.0,47.0,22373.0,86.1,,80.0,,0.5262594949618178,0.502524440476553,0.5014452984198644,0.4772116322675541,0,0,0.9548985724485848,42.98,86.1,11.929,28.63
Barda district,district,2024,26.6,,49957.0,48023.0,25892.0,33.5,100184.0,202.1,,100.76,,0.5924027117787267,0.5589668922039014,0.4365827590127011,0.5419732151951838,0,0,0.9435589694138432,26.6,202.1,48.023,258.92
Bilasuvar district,district,2024,65.97,,19528.0,18741.0,7598.0,48.0,27511.0,21.9,,72.37,,0.4055301381334731,0.3933241573065861,0.3913819495503546,0.3801486749523138,0,0,0.9699011745882384,65.97,21.9,18.741,75.98
Fuzuli district,district,2024,29.22,,14070.0,13705.0,7803.0,23.3,27980.0,146.9,,71.73,,0.5633520531195509,0.5470231107919667,0.5454940574453213,0.5306186522503542,0,0,0.9710146750381702,29.22,146.9,13.705,78.03
Gabala district,district,2024,49.1,,17692.0,17262.0,997.3,49.0,41508.0,22.3,,84.77,,0.6529380637112858,0.6485174967746197,0.5549580731413104,0.5612921707672249,0,0,0.9932297300734164,49.1,22.3,17.262,9.972999999999999
Gakh district,district,2024,23.38,,10704.0,9835.0,1363.0,34.9,16169.0,25.4,,96.98,,0.4759652377517868,0.4404998870840191,0.4359292917905398,0.4087812698138159,0,0,0.9254875191404996,23.38,25.4,9.835,13.63
Gazakh district,district,2024,51.16,52.14,15993.0,14853.0,4416.0,48.2,31724.0,100.0,91.1,100.0,98.04,0.5846817209108738,0.5722828941412487,0.5604095640874059,0.5478602078372794,0,0,0.9787938867828654,51.16,100.0,14.853,44.16
Gobustan district,district,2024,,34.64,10833.0,10687.0,15.0,,18954.0,,75.0,,70.0,0.9999999999999992,1.000000000000239,0.0789080197636293,0.3866365009694783,6,0,1.0000000000002396,34.64,75.0,10.687,0.15
Goranboy district,district,2024,46.08,,16988.0,16666.0,14517.9,41.8,42408.0,9.6,,61.59,,0.6860590490817563,0.6817943820902073,0.6573499436436138,0.6626471713759335,0,0,0.9937838193414152,46.08,9.6,16.666,145.179
Goygol district,district,2024,51.32,65.62,9920.0,9817.0,421.7,29.2,24879.0,116.7,55.0,85.2,100.0,0.7176987634734863,0.688423560821824,0.6172166324789132,0.573749134967392,0,0,0.9592096236727824,51.32,116.7,9.817,4.217
Guba district,district,2024,42.63,,24738.0,24622.0,629.0,33.9,42786.0,108.0,,88.68,,0.4762037492267388,0.4760748149109266,0.3272916772372769,0.3599545614554746,0,0,0.999729245483637,42.63,108.0,24.622,6.29
Gubadli district,district,2024,36.69,,1058.0,1058.0,796.0,46.9,1443.0,145.5,,90.04,,0.9999999999999986,0.3654413343889248,0.616358178715575,0.3550572005281416,0,0,0.3654413343889253,36.69,145.5,1.058,7.96
Gusar district,district,2024,63.57,,15940.0,15934.0,2320.1,48.0,32211.0,3.3,,72.29,,0.5528812327590485,0.5416470717905811,0.5160704299089877,0.503852227287601,0,0,0.9796806975841712,63.57,3.3,15.934,23.201
Hajigabul district,district,2024,30.01,108.14,16018.0,15878.0,3579.4,12.6,26669.0,,15.7,,99.29,0.4650048668263288,0.4500367072024361,0.4430199443653251,0.4263617102832749,0,0,0.9678107463131496,30.01,15.7,15.878,35.794000000000004
Imishli district,district,2024,59.45,,40800.0,39405.0,18469.0,45.6,53506.0,41.7,,104.46,,0.3659314831806108,0.3638213307214919,0.3383225945107294,0.3523056174572707,0,0,0.9942334766039318,59.45,41.7,39.405,184.69
Ismayilli district,district,2024,70.19,90.41,16683.0,16498.0,406.5,48.0,36728.0,9.3,16.5,72.6,108.96,0.6157837109826919,0.6101774931487268,0.4765399201828777,0.457544946699304,0,0,0.990895800369551,70.19,9.3,16.498,4.065
Khachmaz district,district,2024,67.35,,23418.0,23096.0,2354.9,32.0,83747.0,10.7,,72.2,,0.9999999999999998,0.9715597006195992,0.2357485550993114,0.8870536618068245,0,0,0.9715597006195992,67.35,10.7,23.096,23.549
Kurdamir district,district,2024,59.63,52.68,27620.0,25250.0,8712.0,48.4,48072.0,9.0,17.8,70.49,63.65,0.5105552367771775,0.510114669924334,0.4758402373946288,0.4910515056758102,0,0,0.999137082883285,59.63,9.0,25.25,87.12
Lankaran district,district,2024,72.0,77.01,25326.0,24841.0,155.1,3.3,37003.0,3.1,9.3,82.03,86.32,0.5563707822397709,0.5320560139840722,0.3537434063791658,0.3423188137630824,0,0,0.9562975464710508,72.0,3.1,24.841,1.551
Lerik district,district,2024,20.38,,17145.0,17145.0,376.0,11.7,30896.0,2.8,,35.54,,0.517081408165281,0.4945759584989191,0.401464361105023,0.3579868136750609,0,0,0.9564760029833288,20.38,2.8,17.145,3.76
Masalli district,district,2024,39.0,,37198.0,35687.0,3262.0,48.0,50545.0,15.9,,69.57,,0.3802501520588716,0.3794942191523104,0.3032290609525122,0.3437982856805664,0,0,0.9980120115601054,39.0,15.9,35.687,32.62
Neftchala district,district,2024,20.42,16.43,23814.0,22820.0,8063.0,46.7,34894.0,112.6,83.6,54.56,80.0,0.4163055851231003,0.4097058086836095,0.3997475329389084,0.394665439967927,0,0,0.9841467982286636,20.42,112.6,22.82,80.63
Oghuz district,district,2024,40.0,,9649.0,9434.0,1073.0,48.0,13819.0,150.0,,100.0,,0.4346167233861028,0.3924801976422654,0.3851591107183168,0.3605317918492934,0,0,0.9030490004720678,40.0,150.0,9.434,10.73
