region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,vrs_raw,crs_raw,vrs_bc,crs_bc,vrs_bootstrap_degenerate_draws,crs_bootstrap_degenerate_draws,scale_eff_raw,cost_milk,profitability,cattle_per1000,fodder_per100
Shamkir district,district,2011,14.56,,28655.0,28012.0,10092.0,47.3,46962.0,76.4,,46.9,,0.6135188129130139,0.4918520736193562,0.3539337335302687,0.4549105403269,0,0,0.8016902876767891,14.56,76.4,28.012,100.92
Siyazan district,district,2011,29.73,30.69,5791.0,5388.0,28.0,48.0,9842.0,134.3,64.0,69.6,50.2,1.0,1.0,0.1886526818036626,0.4049849318031731,1,0,1.0000000000000002,29.73,134.3,5.388,0.28
Tartar district,district,2011,77.39,,11332.0,11178.0,10182.0,71.2,12367.0,-12.0,,83.7,,0.3494557989531252,0.3245878772224126,0.3292818420899301,0.3050270528087735,0,0,0.9288381483288872,77.39,-12.0,11.178,101.82
Tovuz district,district,2011,28.11,,17587.0,16903.0,4351.0,47.0,28225.0,59.8,,52.0,,0.4971695395083012,0.489894088938706,0.4336118970114253,0.4478063767807029,0,0,0.9853662584059544,28.11,59.8,16.903,43.51
Ujar district,district,2011,42.02,75.0,32794.0,21873.0,11725.0,48.0,34657.0,-1.9,0.0,43.3,50.0,0.4676000983016025,0.4648519461876486,0.3958401873542337,0.4345331442916559,0,0,0.9941228581346848,42.02,-1.9,21.873,117.25
Yevlakh district,district,2011,25.11,25.93,29954.0,20360.0,17611.0,47.9,34912.0,96.2,67.9,51.0,43.7,0.5059006254982658,0.5030706671680768,0.4326737071037285,0.4726349687996577,0,0,0.9944060983767282,25.11,96.2,20.36,176.11
Zagatala district,district,2011,31.97,39.0,29088.0,25765.0,7915.0,47.9,40788.0,21.5,18.8,40.0,49.0,0.464452220725809,0.4644450130132439,0.3026678534467124,0.4274303082570986,0,0,0.9999844812614872,31.97,21.5,25.765,79.15
Zardab district,district,2011,30.0,29.07,22629.0,20037.0,16005.0,48.0,21806.0,105.9,47.5,70.0,50.1,0.3285513496764167,0.3192826723156079,0.3080300722561657,0.2997720467129154,0,0,0.9717892579959349,30.0,105.9,20.037,160.05
Absheron district,district,2012,38.0,20.12,12201.0,12201.0,351.0,48.0,40800.0,18.5,9.4,53.64,39.2,0.9999999999999998,0.9999999999999998,0.2681933717559379,0.6206349849403632,0,0,1.0,38.0,18.5,12.201,3.51
Agdash district,district,2012,20.47,25.0,35727.0,23937.0,12398.0,46.9,38208.0,71.6,12.5,34.98,30.0,0.478281316531605,0.4773312297722696,0.3940462623273882,0.446412385540421,0,0,0.9980135398843818,20.47,71.6,23.937,123.98
Aghjabadi district,district,2012,19.93,,42347.0,36664.0,28043.0,48.0,50236.0,33.3,,40.0,,0.5335335004270132,0.4097419892569726,0.3724845915228867,0.3857421014955766,0,0,0.7679779974997556,19.93,33.3,36.664,280.43
Aghstafa district,district,2012,19.8,,11627.0,9369.0,5536.0,48.0,14863.0,121.7,,67.11,,0.4986940064354119,0.4744041755350874,0.4680193100090846,0.4450228488280786,0,0,0.9512931164464068,19.8,121.7,9.369,55.36
Astara district,district,2012,34.95,19.56,22238.0,22035.0,1005.0,48.0,29863.0,-2.5,1.9,37.12,30.6,0.4096353892645695,0.4052804395413711,0.2873934333098886,0.3099597817843128,0,0,0.98936871706564,34.95,-2.5,22.035,10.05
Balakan district,district,2012,38.75,,18256.0,15272.0,2312.0,47.7,16420.0,22.8,,54.03,,0.3355300358958807,0.3215233375959078,0.2992203934910951,0.2847864802853102,0,0,0.9582550090856268,38.75,22.8,15.272,23.12
Barda district,district,2012,,30.38,39297.0,33809.0,29378.0,,51450.0,,25.0,,40.0,0.6065971405926465,0.4550805954905844,0.4084995138450944,0.4286651954492304,0,0,0.7502188273521532,30.38,25.0,33.809,293.78
Beylagan district,district,2012,25.61,16.22,26788.0,25402.0,28775.0,48.0,37740.0,-2.0,39.0,25.13,22.3,0.4453497150675186,0.4442927722226595,0.3790311496012484,0.4186807255219099,0,0,0.9976267126505316,25.61,-2.0,25.402,287.75
Bilasuvar district,district,2012,49.31,38.3,19652.0,17831.0,7675.0,48.0,26955.0,18.2,38.6,40.63,55.8,0.4588755718340101,0.4520629348424915,0.4169066405449487,0.4198475588433124,0,0,0.9851536289798776,49.31,18.2,17.831,76.75
Dashkasan district,district,2012,22.11,35.29,13962.0,13792.0,442.0,48.0,20527.0,14.2,45.5,39.94,50.9,0.4579723065295932,0.4450753047376142,0.3030242673573202,0.2998441450906304,0,0,0.9718389046496948,22.11,14.2,13.792,4.42
Fuzuli district,district,2012,43.5,,14830.0,13999.0,6884.0,48.0,11628.0,16.2,,50.32,,0.2666790727278175,0.2483952425173226,0.2483668353390765,0.231896692228934,0,0,0.9314388263635666,43.5,16.2,13.999,68.84
Gabala district,district,2012,15.43,,26256.0,24863.0,1661.0,48.0,27487.0,52.9,,34.97,,0.3353028202594381,0.3306047404482445,0.2596144042238157,0.2717429509167675,0,0,0.985988546688756,15.43,52.9,24.863,16.61
Gakh district,district,2012,26.49,35.94,12973.0,11329.0,1997.0,48.0,14969.0,116.7,35.2,50.98,68.7,0.4151322074319749,0.395126789395253,0.3750781343887809,0.353644739216166,0,0,0.9518095255473524,26.49,116.7,11.329,19.97
Gazakh district,district,2012,24.46,25.08,15611.0,13833.0,7015.0,47.9,26344.0,103.1,124.0,46.43,56.3,0.57867818144377,0.5695090172264958,0.5307990517536226,0.5322710178566069,0,0,0.984154985428347,24.46,103.1,13.833,70.15
Gobustan district,district,2012,,24.01,11287.0,11172.0,42.0,,16885.0,,117.8,,54.1,1.0,0.9471705956848294,0.0,0.1509660449493037,0,0,0.9471705956848294,24.01,117.8,11.172,0.42
Goranboy district,district,2012,32.78,,21580.0,20929.0,12665.0,48.7,32390.0,33.3,,50.0,,0.4663303727579483,0.4628046715365393,0.4142149865514778,0.4343331661922304,0,0,0.992439477616357,32.78,33.3,20.929,126.65
Goychay district,district,2012,50.53,,24129.0,19809.0,5607.0,48.0,24240.0,24.4,,51.64,,0.3732710874657393,0.3659361609250695,0.3357076147781687,0.3349992117208499,0,0,0.9803495990260884,50.53,24.4,19.809,56.07
Goygol district,district,2012,35.2,29.76,9946.0,9830.0,1163.0,48.0,22594.0,34.6,45.6,40.12,40.2,0.7035953580746507,0.6873451469092214,0.6005624429214773,0.5980469582844367,0,0,0.9769040386936364,35.2,34.6,9.83,11.63
Guba district,district,2012,49.7,,26318.0,25994.0,802.0,48.0,37028.0,-1.8,,42.38,,0.427256333905252,0.4259831341169228,0.2047815580427288,0.2808243446206041,0,0,0.9970200563753104,49.7,-1.8,25.994,8.02
Gusar district,district,2012,31.9,,19040.0,18980.0,4270.0,47.6,26426.0,0.6,,30.22,,0.4230061871952211,0.4163614253393662,0.3706556422827585,0.3777799480603764,0,0,0.9842915728965728,31.9,0.6,18.98,42.7
Hajigabul district,district,2012,,57.88,15490.0,13967.0,2766.0,,16081.0,,61.5,,76.7,0.3598348350234744,0.3443064692405205,0.3268381393265773,0.3104533751153054,0,0,0.9568458518421628,57.88,61.5,13.967,27.66
Imishli district,district,2012,40.92,46.81,39522.0,34699.0,20829.0,47.9,45794.0,18.0,21.5,50.0,52.8,0.4638902447706917,0.3946634290189748,0.3484068207330894,0.3703261569761639,0,0,0.8507689770757373,40.92,18.0,34.699,208.29
Ismayilli district,district,2012,34.39,41.92,23836.0,23059.0,1314.0,48.0,34015.0,-4.1,16.9,29.56,60.4,0.4437103647542175,0.4411286552653931,0.2935453531801489,0.3545656426526438,0,0,0.994181543425846,34.39,-4.1,23.059,13.14
Jabrayil district,district,2012,58.19,,3685.0,3633.0,870.0,,5806.0,22.2,,68.75,,0.5624243755323829,0.4779108579848123,0.4852858315559334,0.4347537740398028,0,0,0.8497335442341536,58.19,22.2,3.633,8.7
Jalilabad district,district,2012,39.33,,50137.0,46187.0,114.0,48.0,69530.0,19.3,,45.33,,1.0000000000000002,1.0000000000000002,0.0,0.0,20,5,1.0,39.33,19.3,46.187,1.14
Kalbajar district,district,2012,,34.89,12947.0,12472.0,319.0,,15763.0,,12.6,,45.1,0.4537789383731032,0.404967285147837,0.3184788894583699,0.2602483524938503,0,0,0.8924329687925431,34.89,12.6,12.472,3.19
Khachmaz district,district,2012,41.9,20.05,25850.0,24682.0,3358.0,52.5,39852.0,6.7,36.4,46.73,30.0,0.4831789942197239,0.4828419972640217,0.2992241481053119,0.4244066249447612,0,0,0.9993025422054068,41.9,6.7,24.682,33.58
Khizi district,district,2012,,32.58,6078.0,6062.0,501.0,,11575.0,,-1.2,,30.6,0.6133051836464837,0.5710055529140059,0.5106773797506514,0.4800407702532745,0,0,0.93103004530146,32.58,-1.2,6.062,5.01
Khojavand district,district,2012,30.0,15.56,937.0,934.0,512.0,48.0,1103.0,,19.5,,30.0,0.7260679090476282,0.3531538134525758,0.4066018437139644,0.3307726316023675,0,0,0.4863922631091107,30.0,19.5,0.934,5.12
Kurdamir district,district,2012,35.92,27.21,32507.0,26444.0,13447.0,48.2,37400.0,99.3,76.7,69.56,48.1,0.4240690373848764,0.4229409317803658,0.3558995079311028,0.3953238361613158,0,0,0.997339806717634,35.92,99.3,26.444,134.47
Lachin district,district,2012,,29.65,16724.0,14220.0,1608.0,,13927.0,,0.5,,29.7,0.3094635248206417,0.2928823787953998,0.2700839241829214,0.2539035126640759,0,0,0.9464197079935288,29.65,0.5,14.22,16.08
Lankaran district,district,2012,32.24,33.62,23304.0,23043.0,482.0,47.9,30152.0,4.3,27.3,38.73,,0.4766191507507492,0.4681348562856842,0.291490590638122,0.3083173688498123,0,0,0.982199006372906,32.24,4.3,23.043,4.82
Lerik district,district,2012,31.59,30.93,16764.0,16701.0,306.0,48.0,14943.0,108.0,,66.67,,0.3835893876272239,0.342321455411277,0.2604885373992928,0.2245170836571949,0,0,0.8924163870350567,31.59,108.0,16.701,3.06
Masalli district,district,2012,14.67,16.13,36308.0,34655.0,1089.0,48.0,45289.0,42.9,,20.83,,0.5002418854396332,0.390806782401317,0.1605967255169721,0.2607011292708565,0,0,0.7812356257570474,14.67,42.9,34.655,10.89
Neftchala district,district,2012,27.56,16.36,20236.0,18521.0,12072.0,48.0,22869.0,46.8,39.3,43.7,28.1,0.377742381633637,0.3692478768139185,0.3510486206663908,0.3469365509944386,0,0,0.9775124390782364,27.56,46.8,18.521,120.72
Oghuz district,district,2012,35.0,37.13,12798.0,11406.0,3017.0,48.0,15953.0,75.9,81.2,61.56,63.6,0.437371433161527,0.4182580053325906,0.4030509740758676,0.3819765910538332,0,0,0.956299322772922,35.0,75.9,11.406,30.17
Saatli district,district,2012,25.81,30.0,31524.0,29841.0,16244.0,48.0,37304.0,-35.0,-55.5,20.01,20.0,0.3748606177409036,0.3738327054959913,0.3168775404417259,0.3500852665259013,0,0,0.9972578814731006,25.81,-35.0,29.841,162.44
Sabirabad district,district,2012,38.8,33.8,55660.0,46352.0,23206.0,48.1,84581.0,5.6,19.9,42.22,41.0,1.0000000000000002,0.5456819665754631,0.0,0.5097710618173069,13,0,0.545681966575463,38.8,5.6,46.352,232.06
Salyan district,district,2012,36.67,13.18,32518.0,30361.0,21504.0,48.0,42258.0,8.6,121.3,39.83,33.9,0.4393234942806097,0.4162249703082707,0.3381144880744484,0.3915198166680942,0,0,0.9474225160433029,36.67,8.6,30.361,215.04
Samukh district,district,2012,24.62,28.93,10013.0,9018.0,7848.0,47.0,13714.0,31.2,37.5,37.25,45.8,0.4811204024653112,0.4547672465526463,0.4521818126375418,0.4283723287245586,0,0,0.9452254450702392,24.62,31.2,9.018,78.48
Shabran district,district,2012,53.26,,11976.0,10699.0,689.0,47.9,12666.0,23.8,,58.65,,0.3770951223219362,0.3540230670266049,0.3061194383264202,0.2897255874997769,0,0,0.9388163518179,53.26,23.8,10.699,6.89
Shaki district,district,2012,43.08,40.19,38984.0,32393.0,7753.0,48.0,54294.0,21.5,75.1,52.4,70.0,0.7404137724254558,0.5012287013715744,0.3319476975540727,0.4559552104846996,0,0,0.6769575608104151,43.08,21.5,32.393,77.53
Shamakhi district,district,2012,,18.87,19759.0,19336.0,147.0,,22358.0,,14.0,,80.0,0.641316830665224,0.6202187600440983,0.3216574951866343,0.2920151517357765,0,0,0.9671019539605078,18.87,14.0,19.336,1.47
Shamkir district,district,2012,13.93,,28904.0,28341.0,10098.0,46.5,47293.0,83.3,,55.01,,0.6092166796353036,0.4990188580460234,0.4080716969489443,0.4603031073029261,0,0,0.8191155540008391,13.93,83.3,28.341,100.98
Shusha district,district,2012,34.44,,1966.0,1933.0,1022.0,48.0,1485.0,125.0,,,,0.4081896581619998,0.2297364276802287,0.2723481166939018,0.2149829812195218,0,0,0.5628178546087816,34.44,125.0,1.933,10.22
Siyazan district,district,2012,25.01,35.82,5819.0,5394.0,100.0,48.0,10426.0,151.2,77.5,62.8,63.4,0.8913891328876504,0.7352479376904482,0.5356191111323565,0.4829320991925674,0,0,0.824833858259654,25.01,151.2,5.394,1.0
Tovuz district,district,2012,36.38,,17752.0,17068.0,3872.0,46.9,29512.0,44.6,,63.63,,0.5228750289249383,0.5170722990391373,0.4461792146132254,0.4693393644128678,0,0,0.9889022623671055,36.38,44.6,17.068,38.72
Yevlakh district,district,2012,26.0,25.93,29973.0,20387.0,16029.0,48.0,35580.0,96.2,67.9,51.0,43.7,0.5241472518594842,0.5219007066210011,0.4567958688826111,0.4914324337099119,0,0,0.9957139043837144,26.0,96.2,20.387,160.29
Zagatala district,district,2012,30.23,34.64,29380.0,26245.0,7721.0,49.7,41523.0,49.8,24.8,45.06,43.0,0.486377216822386,0.4731266487734357,0.3412604191021842,0.4337221392936049,0,0,0.9727566020967856,30.23,49.8,26.245,77.21
Zardab district,district,2012,30.0,29.9,22690.0,20196.0,16535.0,48.0,25066.0,142.6,47.1,82.21,50.2,0.3779902001786279,0.3711546768142787,0.350333831104991,0.349548387680903,0,0,0.9819161360238472,30.0,142.6,20.196,165.35
Absheron district,district,2013,49.57,20.13,12133.0,12133.0,382.0,48.0,40955.0,2.6,9.5,58.1,39.2,1.0,1.0,0.3213582901509968,0.637057195918157,0,0,1.0,49.57,2.6,12.133,3.82
Agdash district,district,2013,19.8,,36340.0,24528.0,11534.0,48.0,39789.0,76.2,,35.0,,0.4810626121067069,0.4805760839363332,0.3776461553019241,0.4439419675226773,0,0,0.9989886385719252,19.8,76.2,24.528,115.34
Aghdam district,district,2013,35.0,,17757.0,17389.0,8287.0,47.9,31362.0,28.6,,45.0,,0.5399525789693282,0.5343064419226855,0.4813626462442989,0.493811191911794,0,0,0.9895432723788076,35.0,28.6,17.389,82.87
Aghjabadi district,district,2013,23.0,,42461.0,36705.0,27446.0,48.0,57915.0,30.4,,59.9,,0.6693575558002891,0.4674413198933495,0.4344898778114987,0.4359724837834258,0,0,0.6983432335121295,23.0,30.4,36.705,274.46
Aghstafa district,district,2013,29.64,,11665.0,9415.0,6920.0,48.0,16092.0,74.4,,60.0,,0.5333776099156066,0.5063501778729075,0.5013657207056093,0.4721755361103733,0,0,0.9493277716569776,29.64,74.4,9.415,69.2
Aghsu district,district,2013,,29.76,18821.0,15010.0,739.0,,26979.0,,237.5,,100.0,0.5420134093881497,0.5324838289957837,0.3965043499560792,0.4029295870545952,0,0,0.9824181833377086,29.76,237.5,15.01,7.39
Astara district,district,2013,14.27,25.43,22277.0,22067.0,1142.0,47.4,29925.0,0.6,1.7,50.1,23.5,0.4068622123042776,0.4017465272919377,0.2892769609213349,0.3080520440200519,0,0,0.9874264926610732,14.27,0.6,22.067,11.42
Balakan district,district,2013,29.26,,18341.0,15485.0,2070.0,47.9,18865.0,74.7,,49.8,,0.3755167166172831,0.3609166080714136,0.3274519677236351,0.310732124858582,0,0,0.9611199504581588,29.26,74.7,15.485,20.7
Barda district,district,2013,23.0,,41185.0,35803.0,31573.0,48.0,57115.0,58.4,,24.0,,0.6698370584658,0.4725981638292207,0.4502529187989511,0.4411978195513748,0,0,0.705541978987641,23.0,58.4,35.803,315.73
Beylagan district,district,2013,25.6,16.22,27070.0,25693.0,28730.0,48.0,38773.0,,30.5,,21.0,0.447939520670937,0.4470703371020696,0.3711454409789654,0.4175187174861917,0,0,0.9980595961535936,25.6,30.5,25.693,287.3
Bilasuvar district,district,2013,63.92,39.36,19895.0,18139.0,7863.0,48.0,27314.0,,40.4,38.4,57.6,0.4537977337755336,0.4461010357697836,0.4133940872221114,0.4109148334065762,0,0,0.983039364384404,63.92,40.4,18.139,78.63
Dashkasan district,district,2013,20.0,34.23,14185.0,14015.0,362.0,48.0,21511.0,14.3,41.4,39.9,49.5,0.5374385651048532,0.5007859974637848,0.3909815936721322,0.3392708984592486,0,0,0.93180138155155,20.0,14.3,14.015,3.62
Fuzuli district,district,2013,47.36,,14867.0,14049.0,6638.0,48.0,17404.0,6.0,,50.0,,0.3841558106075012,0.3669990410370999,0.3591259373419422,0.3390814071907136,0,0,0.9553390340672714,47.36,6.0,14.049,66.38
Gabala district,district,2013,60.28,,28102.0,26749.0,1665.0,48.0,35130.0,3.8,,62.7,,0.3913024350668408,0.3890736922453671,0.2600505026850077,0.3091473118644257,0,0,0.9943042960591518,60.28,3.8,26.749,16.65
Gakh district,district,2013,17.51,31.24,12985.0,11490.0,2201.0,48.0,15698.0,180.0,85.0,50.0,68.9,0.4272462449649886,0.404748793996765,0.3856517111159788,0.3592222800083016,0,0,0.9473431276849088,17.51,180.0,11.49,22.01
Gazakh district,district,2013,24.69,25.83,15762.0,14011.0,7071.0,48.0,27672.0,,122.0,,57.6,0.5948063172107698,0.5851034828391155,0.5442912716607801,0.5417492653009496,0,0,0.983687405310095,24.69,122.0,14.011,70.71
Goranboy district,district,2013,29.45,,21847.0,21238.0,13975.0,48.0,35389.0,80.9,,50.0,,0.4963286248106245,0.4936463630142891,0.430473547464548,0.4596910640557015,0,0,0.9945957946766442,29.45,80.9,21.238,139.75
Goychay district,district,2013,52.83,,24372.0,20084.0,5569.0,48.2,24510.0,17.8,,51.5,,0.369918561795737,0.3615383452009192,0.3323124988157356,0.3274811940353808,0,0,0.9773457796923282,52.83,17.8,20.084,55.69
Goygol district,district,2013,41.11,35.08,9969.0,9866.0,1307.0,47.7,23028.0,22.0,47.1,48.7,55.6,0.7100716254610676,0.6914748312282648,0.6070010970440703,0.5948572509778975,0,0,0.9738099741406686,41.11,22.0,9.866,13.07
Hajigabul district,district,2013,,55.74,15675.0,14143.0,3106.0,,17168.0,,55.9,,75.2,0.3768298723430012,0.3596163515048728,0.3424454275908024,0.3220086043079412,0,0,0.954320179737608,55.74,55.9,14.143,31.06
Imishli district,district,2013,39.98,47.72,39931.0,35672.0,21118.0,47.9,47949.0,17.3,9.5,51.1,51.9,0.4838889960088293,0.3982111004510527,0.3762252643292438,0.3701332194408162,0,0,0.822938946195393,39.98,17.3,35.672,211.18
Ismayilli district,district,2013,33.39,43.65,23925.0,23198.0,1413.0,48.0,34066.0,,21.2,21.1,68.1,0.4380820052081487,0.4350426796714349,0.3000591573817452,0.3447377575901665,0,0,0.993062199541226,33.39,21.2,23.198,14.13
Kalbajar district,district,2013,,18.12,13197.0,12675.0,329.0,,17053.0,,107.6,,48.0,0.4867641146373749,0.4379747499432495,0.3694777587161484,0.296483709477108,0,0,0.8997679507856242,18.12,107.6,12.675,3.29
Khachmaz district,district,2013,45.7,14.91,25738.0,24651.0,2906.0,48.0,42513.0,,36.4,43.0,30.0,0.5385335133067102,0.510914794162202,0.3238388149885967,0.4349193972965294,0,0,0.9487149481655776,45.7,36.4,24.651,29.06
Khizi district,district,2013,,17.58,5653.0,5643.0,186.0,,11748.0,,100.0,,80.0,0.7165142450372266,0.6167585161577286,0.5304645504445118,0.4020703420465453,0,0,0.860776349429989,17.58,100.0,5.643,1.86
Khojavand district,district,2013,,15.56,1010.0,1010.0,270.0,,1486.0,,19.5,,30.0,0.8358223078081166,0.4358717307452881,0.4603281154460565,0.3942292627930792,0,0,0.5214885109830703,15.56,19.5,1.01,2.7
Kurdamir district,district,2013,36.72,27.35,33256.0,27444.0,16841.0,48.2,41564.0,87.2,77.2,67.6,48.5,0.4583713682759316,0.4486742988699101,0.3580835785285219,0.4173114777884729,0,0,0.9788445132546236,36.72,87.2,27.444,168.41
Lachin district,district,2013,,30.43,16562.0,14428.0,1547.0,,13946.0,,4.4,,29.6,0.3055140648167343,0.2863550157510913,0.2629306588159282,0.2414115815405983,0,0,0.9372891422293904,30.43,4.4,14.428,15.47
Lankaran district,district,2013,27.48,34.04,23834.0,23513.0,489.0,48.2,31208.0,5.8,,29.1,,0.4910638850386423,0.4759833405806358,0.3157055120855454,0.3230787757340617,0,0,0.9692900559021566,27.48,5.8,23.513,4.89
Lerik district,district,2013,31.66,31.84,16789.0,16724.0,334.0,48.0,15109.0,116.7,121.4,72.2,67.4,0.375632640444851,0.3293451429060582,0.2818569420925201,0.2222935633736989,0,0,0.8767745596229981,31.66,116.7,16.724,3.34
Masalli district,district,2013,12.0,16.13,36619.0,34980.0,1951.0,48.7,48575.0,66.7,,20.8,66.7,0.5415246391149946,0.4113905122127446,0.2519775338969423,0.320816830865186,0,0,0.7596893705244397,12.0,66.7,34.98,19.51
Neftchala district,district,2013,27.14,16.23,20677.0,18929.0,10628.0,48.5,23734.0,57.4,74.4,43.7,28.7,0.3807646953403503,0.3714535678335197,0.3539816221490769,0.3449054393142303,0,0,0.97554624254618,27.14,57.4,18.929,106.28
Oghuz district,district,2013,35.0,37.4,12799.0,11463.0,3007.0,47.0,16079.0,55.6,59.2,60.0,62.6,0.4377590483800764,0.4155487785817779,0.4018072425255679,0.3755184452016203,0,0,0.9492637105264016,35.0,55.6,11.463,30.07
Saatli district,district,2013,34.0,34.01,31569.0,29913.0,16426.0,48.0,37891.0,15.1,11.2,50.0,50.0,0.3763127331480886,0.3752643974652199,0.313644466195966,0.3482896512527997,0,0,0.9972141902451752,34.0,15.1,29.913,164.26
Sabirabad district,district,2013,38.0,29.45,56565.0,47113.0,23041.0,47.9,88661.0,9.2,19.3,43.1,41.4,1.0,0.5575106052088802,0.0,0.5157047494954553,10,0,0.5575106052088802,38.0,9.2,47.113,230.41
Salyan district,district,2013,39.26,13.73,32855.0,31176.0,21004.0,48.0,44762.0,26.7,147.2,49.8,39.3,0.4787159633806592,0.4253538395768941,0.380709818125703,0.3962263994768167,0,0,0.8885307199139015,39.26,26.7,31.176,210.04
Samukh district,district,2013,28.94,32.97,10164.0,9144.0,7900.0,47.1,14041.0,35.2,25.0,35.9,37.0,0.4850315591718391,0.4549074918772745,0.45505768298699,0.4246547089552701,0,0,0.9378925624015074,28.94,35.2,9.144,79.0
Shabran district,district,2013,64.12,,11828.0,10576.0,637.0,47.5,13063.0,23.1,,63.5,,0.3929088116366256,0.365917139323611,0.3168297958066146,0.2894425076949912,0,0,0.9313029600924874,64.12,23.1,10.576,6.37
Shaki district,district,2013,40.0,41.99,39124.0,32571.0,6755.0,48.0,55789.0,19.1,54.8,47.6,65.0,0.737612249207448,0.5074330517621936,0.4214667625382591,0.4528220004574449,0,0,0.6879401098713069,40.0,19.1,32.571,67.55
Shamakhi district,district,2013,,16.11,19971.0,19652.0,328.0,,22674.0,,25.1,,80.0,0.4834742146469876,0.4501827708287589,0.346439959906442,0.2905222866411591,0,0,0.9311412215798588,16.11,25.1,19.652,3.28
Shamkir district,district,2013,15.74,,29132.0,28565.0,9998.0,48.0,48769.0,83.8,,55.1,,0.6253298081239452,0.5057907579931892,0.4469801857794728,0.4622257041777541,0,0,0.8088383944315949,15.74,83.8,28.565,99.98
Shusha district,district,2013,25.11,,2047.0,2022.0,1111.0,48.0,1833.0,33.5,,,,0.4665818780079072,0.2685607747085805,0.323088340751429,0.2492594542271652,0,0,0.5755919536678388,25.11,33.5,2.022,11.11
Siyazan district,district,2013,27.14,36.67,5901.0,5489.0,221.0,48.0,10766.0,65.4,91.5,45.1,70.0,0.6373513753380056,0.5810619162877091,0.4537190069530974,0.4113157549989258,0,0,0.9116822192147236,27.14,65.4,5.489,2.21
Tovuz district,district,2013,36.71,,17811.0,17108.0,4227.0,46.8,31421.0,40.9,,63.7,,0.5498077168790669,0.5441041375755659,0.4655263092509434,0.4902960350723705,0,0,0.9896262290826384,36.71,40.9,17.108,42.27
Ujar district,district,2013,,20.0,33109.0,21964.0,11994.0,,38355.0,,153.3,,97.4,0.5185464781039876,0.5173349500045369,0.4279590817277646,0.4800792692255782,0,0,0.9976636075055788,20.0,153.3,21.964,119.94
Yevlakh district,district,2013,26.0,25.92,29985.0,20584.0,14899.0,47.8,36276.0,96.3,67.8,51.0,46.2,0.5244230829043941,0.5220966268656845,0.4504288118665356,0.4867764762825667,0,0,0.9955637802481442,26.0,96.3,20.584,148.99
Zagatala district,district,2013,33.63,38.4,29509.0,26559.0,7853.0,49.0,42651.0,22.0,24.2,43.8,51.2,0.5036551417058232,0.4757499666654822,0.3692448736261048,0.4320739479645867,0,0,0.9445946785218368,33.63,22.0,26.559,78.53
Zardab district,district,2013,25.96,28.77,22751.0,20376.0,15581.0,48.0,31766.0,43.1,47.9,53.5,50.2,0.4664696904239373,0.461854167652288,0.4196400382778121,0.4308619440351901,0,0,0.9901054176372004,25.96,43.1,20.376,155.81
Absheron district,district,2014,46.46,20.75,12153.0,12153.0,463.0,48.0,40637.0,,9.5,59.3,39.21,1.0,1.0,0.4269355847963092,0.6683701387283187,0,0,1.0,46.46,9.5,12.153,4.63
Agdash district,district,2014,20.99,,36886.0,24755.0,12872.0,48.0,42691.0,67.9,,35.24,,0.5475479020588597,0.5157452729889717,0.4492507537630944,0.4822594250320908,0,0,0.9419180879877256,20.99,67.9,24.755,128.72
Aghdam district,district,2014,37.0,,18135.0,17879.0,8742.0,48.0,32576.0,21.6,,45.0,,0.5499159416571341,0.5448994767830658,0.4929841903329196,0.5086663879875366,0,0,0.990877760592007,37.0,21.6,17.879,87.42
Aghjabadi district,district,2014,30.59,,42797.0,37020.0,29623.0,48.0,66545.0,25.7,,46.46,,0.805816900429634,0.5375772408670687,0.547307752888265,0.5055118821116286,0,0,0.6671208317676769,30.59,25.7,37.02,296.23
Aghstafa district,district,2014,21.52,,11734.0,9476.0,5341.0,48.6,16334.0,62.3,,60.0,,0.5440364110390293,0.5155008172771784,0.5137817234207604,0.4828971669736395,0,0,0.9475483751035118,21.52,62.3,9.476,53.41
Aghsu district,district,2014,,30.26,18840.0,15184.0,870.0,,27892.0,,222.7,,96.81,0.5586969469076277,0.5493578319010537,0.432689020785051,0.4371182851042731,0,0,0.9832841130450672,30.26,222.7,15.184,8.7
Astara district,district,2014,31.13,20.55,22300.0,22084.0,1111.0,48.0,30010.0,14.9,4.7,40.0,41.04,0.4117507288356021,0.4063966468030308,0.3041297283347146,0.3132362100350053,0,0,0.9869967879651064,31.13,14.9,22.084,11.11
Balakan district,district,2014,27.43,,18363.0,15581.0,2402.0,47.9,19996.0,90.8,,57.09,,0.398543804554443,0.3838041438977171,0.3536068494643699,0.337707174663503,0,0,0.963016209289204,27.43,90.8,15.581,24.02
Barda district,district,2014,36.64,,42021.0,36758.0,31041.0,48.0,65433.0,0.1,,44.98,,0.790918104564876,0.5323617180983938,0.5525675119007145,0.5007579492737223,0,0,0.6730933519232979,36.64,0.1,36.758,310.41
Beylagan district,district,2014,25.59,16.37,27140.0,25751.0,24880.0,48.0,39130.0,,30.5,25.0,21.02,0.4550922411400555,0.4544411058521982,0.3821064866837088,0.4275715164879559,0,0,0.9985692234914266,25.59,30.5,25.751,248.8
