region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat
Gusar district,district,2017,38.7,,19008.0,19005.0,5034.0,48.0,28710.0,0.5,,59.95,
Gusar district,district,2018,63.61,,18488.0,18485.0,5263.0,48.0,28762.0,,,44.99,
Gusar district,district,2019,66.3,,18446.0,18443.0,5530.0,48.0,28914.0,0.6,,106.13,
Gusar district,district,2020,23.69,,18697.0,18693.0,5843.0,48.0,30931.0,11.7,,42.5,
Gusar district,district,2021,15.36,,18727.0,18723.0,4097.0,48.0,30933.0,,,83.46,
Gusar district,district,2022,63.58,,17001.0,16997.0,3566.0,48.0,32197.0,14.5,,80.19,
Gusar district,district,2023,63.59,,16600.0,16595.0,3148.4,48.0,32211.0,16.2,,81.4,
Gusar district,district,2024,63.57,,15940.0,15934.0,2320.1,48.0,32211.0,3.3,,72.29,
Hajigabul district,district,2000,,,10451.0,9170.0,980.0,,10178.0,,,,
Hajigabul district,district,2001,,,10963.0,9717.0,980.0,,9394.0,,,,
Hajigabul district,district,2002,,,12046.0,10935.0,980.0,,10312.0,,,,
Hajigabul district,district,2003,,,12448.0,11145.0,990.0,,11984.0,,,,
Hajigabul district,district,2004,,,12816.0,11456.0,1000.0,,12194.0,,,,
Hajigabul district,district,2005,,10.0,13197.0,11858.0,1050.0,,12480.0,,96.0,,26.0
Hajigabul district,district,2006,,,13308.0,12050.0,1250.0,,12484.0,,,,
Hajigabul district,district,2007,,,13731.0,12467.0,1500.0,,12620.0,,,,
Hajigabul district,district,2008,,17.41,14174.0,12833.0,1775.0,,12670.0,,90.5,,40.0
Hajigabul district,district,2009,,17.4,14390.0,12989.0,2052.0,,12681.0,,45.9,,42.31
Hajigabul district,district,2010,,17.6,14948.0,13461.0,1509.0,,13800.0,,88.9,,42.4
Hajigabul district,district,2011,,18.06,15342.0,13821.0,1794.0,,14790.0,,89.1,,40.5
Hajigabul district,district,2012,,57.88,15490.0,13967.0,2766.0,,16081.0,,61.5,,76.7
Hajigabul district,district,2013,,55.74,15675.0,14143.0,3106.0,,17168.0,,55.9,,75.2
Hajigabul district,district,2014,,55.76,15858.0,14403.0,3468.0,,17172.0,,57.5,,75.21
Hajigabul district,district,2015,,69.79,15990.0,14546.0,4641.0,,17217.0,,43.8,,84.05
Hajigabul district,district,2016,,58.71,16245.0,14802.0,3673.0,,17242.0,,42.8,,88.25
Hajigabul district,district,2017,,83.02,16424.0,15457.0,3083.0,,17253.0,,37.3,,71.08
Hajigabul district,district,2018,,76.45,16618.0,15725.0,2449.0,,18282.0,,45.0,,78.89
Hajigabul district,district,2019,,86.67,15311.0,14594.0,2806.0,,19773.0,,22.6,,83.51
Hajigabul district,district,2020,,81.23,15248.0,14661.0,3083.8,,27226.0,,20.8,,76.15
Hajigabul district,district,2021,,88.42,15129.0,14740.0,3632.8,,27375.0,,28.9,,84.54
Hajigabul district,district,2022,,88.27,15010.0,14644.0,3621.0,,27084.0,,18.7,,95.07
Hajigabul district,district,2023,,98.43,15627.0,15400.0,3343.0,,25424.0,,21.8,,97.61
Hajigabul district,district,2024,30.01,108.14,16018.0,15878.0,3579.4,12.6,26669.0,,15.7,,99.29
Imishli district,district,2000,,,24223.0,19348.0,12204.0,,21066.0,,,,
Imishli district,district,2001,,,26796.0,21853.0,11983.0,,24627.0,,,,
Imishli district,district,2002,,,28773.0,23754.0,13044.0,,27266.0,,,,
Imishli district,district,2003,,,30018.0,24912.0,12951.0,,26631.0,,,,
Imishli district,district,2004,,,32080.0,26504.0,12699.0,,27054.0,,,,
Imishli district,district,2005,17.57,17.38,33885.0,28575.0,11019.0,46.4,28438.0,13.6,15.1,20.0,20.0
Imishli district,district,2006,,,34738.0,29359.0,10346.0,,30696.0,,,,
Imishli district,district,2007,,,36221.0,30662.0,12256.0,,30971.0,,,,
Imishli district,district,2008,34.38,41.02,36481.0,31032.0,15033.0,32.2,31214.0,9.6,9.6,45.0,45.0
Imishli district,district,2009,46.66,42.79,36660.0,31210.0,18489.0,46.4,40932.0,7.2,16.9,50.0,50.0
Imishli district,district,2010,42.66,39.47,38800.0,33036.0,20896.0,46.4,43971.0,2.6,10.4,45.4,43.5
Imishli district,district,2011,40.79,48.62,38955.0,33539.0,20765.0,47.9,44487.0,15.1,12.1,50.2,49.3
Imishli district,district,2012,40.92,46.81,39522.0,34699.0,20829.0,47.9,45794.0,18.0,21.5,50.0,52.8
Imishli district,district,2013,39.98,47.72,39931.0,35672.0,21118.0,47.9,47949.0,17.3,9.5,51.1,51.9
Imishli district,district,2014,40.2,40.0,40036.0,36066.0,20316.0,47.9,48373.0,28.4,24.7,51.68,50.0
Imishli district,district,2015,40.47,40.36,40662.0,37221.0,20437.0,48.0,49020.0,24.3,24.5,50.0,50.18
Imishli district,district,2016,39.66,58.08,40812.0,37859.0,19493.0,56.7,49555.0,14.8,20.8,49.84,50.0
Imishli district,district,2017,39.92,40.0,40839.0,38235.0,17985.0,48.7,49630.0,11.1,20.3,50.0,50.0
Imishli district,district,2018,40.0,40.0,40887.0,38730.0,16178.0,49.0,49633.0,11.0,11.4,50.0,50.0
Imishli district,district,2019,40.0,,40692.0,38754.0,17271.0,49.0,50085.0,13.1,,54.93,
Imishli district,district,2020,45.66,,40725.0,38717.0,17539.1,49.2,50307.0,30.1,,66.54,
Imishli district,district,2021,49.98,,40782.0,38913.0,18616.7,50.6,50378.0,41.6,,77.9,
Imishli district,district,2022,50.72,52.0,41076.0,39485.0,18971.3,49.8,50379.0,45.6,33.9,82.81,75.0
Imishli district,district,2023,59.49,,40666.0,39109.0,18332.7,45.6,50389.0,23.0,,78.33,
Imishli district,district,2024,59.45,,40800.0,39405.0,18469.0,45.6,53506.0,41.7,,104.46,
Ismayilli district,district,2000,,,17890.0,16238.0,1537.0,,16369.0,,,,
Ismayilli district,district,2001,,,24272.0,22767.0,1402.0,,18868.0,,,,
Ismayilli district,district,2002,,,24428.0,22995.0,1297.0,,19323.0,,,,
Ismayilli district,district,2003,,,24632.0,23158.0,1335.0,,22558.0,,,,
Ismayilli district,district,2004,,,24719.0,23239.0,1434.0,,23014.0,,,,
Ismayilli district,district,2005,20.05,16.48,24735.0,23397.0,1323.0,44.5,23106.0,-6.5,12.4,19.78,18.5
Ismayilli district,district,2006,,,23503.0,22486.0,1460.0,,23148.0,,,,
Ismayilli district,district,2007,,,23593.0,22544.0,1545.0,,23216.0,,,,
Ismayilli district,district,2008,31.13,22.84,23681.0,22746.0,1411.0,48.0,23474.0,-13.7,6.8,25.03,24.57
Ismayilli district,district,2009,26.6,24.97,23715.0,22842.0,1265.0,48.0,23491.0,3.8,51.0,28.02,50.0
Ismayilli district,district,2010,30.64,86.45,23751.0,22908.0,1230.0,48.0,33687.0,7.5,23.1,27.6,44.4
Ismayilli district,district,2011,40.48,45.72,23798.0,22997.0,1370.0,48.0,33709.0,-17.1,-21.3,26.0,32.7
Ismayilli district,district,2012,34.39,41.92,23836.0,23059.0,1314.0,48.0,34015.0,-4.1,16.9,29.56,60.4
Ismayilli district,district,2013,33.39,43.65,23925.0,23198.0,1413.0,48.0,34066.0,,21.2,21.1,68.1
Ismayilli district,district,2014,43.81,45.98,23979.0,23322.0,1169.0,48.0,34118.0,,26.5,27.51,59.2
Ismayilli district,district,2015,73.42,43.47,24040.0,23427.0,1927.0,48.0,34868.0,7.9,33.0,39.92,60.0
Ismayilli district,district,2016,63.46,55.01,24050.0,23568.0,1462.0,48.0,34891.0,,23.0,38.07,58.61
Ismayilli district,district,2017,63.35,60.0,24082.0,23709.0,1194.0,48.0,34950.0,,23.1,44.02,80.0
Ismayilli district,district,2018,88.04,60.0,24105.0,23759.0,1169.0,48.0,35506.0,,23.0,48.63,79.92
Ismayilli district,district,2019,77.46,61.79,24125.0,23847.0,1092.0,48.0,36391.0,,23.4,54.27,79.72
Ismayilli district,district,2020,39.1,64.1,22226.0,21939.0,952.5,50.1,36498.0,67.6,18.0,64.62,79.09
Ismayilli district,district,2021,45.98,67.91,20136.0,19897.0,741.0,50.6,36558.0,43.2,12.6,59.87,78.82
Ismayilli district,district,2022,49.02,71.01,19328.0,19088.0,500.0,53.4,36594.0,21.8,9.1,61.83,79.51
Ismayilli district,district,2023,38.23,74.28,18279.0,18054.0,317.5,48.0,36619.0,31.6,4.7,62.36,79.36
Ismayilli district,district,2024,70.19,90.41,16683.0,16498.0,406.5,48.0,36728.0,9.3,16.5,72.6,108.96
Jabrayil district,district,2000,,,3420.0,3359.0,,,2787.0,,,,
Jabrayil district,district,2001,,,2812.0,2746.0,,,3289.0,,,,
Jabrayil district,district,2002,,,3280.0,3113.0,,,3509.0,,,,
Jabrayil district,district,2003,,,3268.0,3109.0,,,3771.0,,,,
Jabrayil district,district,2004,,,3308.0,3144.0,,,3580.0,,,,
Jabrayil district,district,2005,,,3345.0,3186.0,,,3600.0,,,,
Jabrayil district,district,2006,,,3254.0,3132.0,165.0,,3616.0,,,,
Jabrayil district,district,2007,,,3278.0,3153.0,190.0,,3663.0,,,,
Jabrayil district,district,2008,,,3350.0,3286.0,190.0,,3675.0,,,,
Jabrayil district,district,2009,,,3407.0,3349.0,350.0,,4248.0,,,,
Jabrayil district,district,2010,,,3458.0,3407.0,870.0,,5240.0,,,,
Jabrayil district,district,2011,,,3564.0,3519.0,870.0,,5320.0,,,,
Jabrayil district,district,2012,58.19,,3685.0,3633.0,870.0,,5806.0,22.2,,68.75,
Jabrayil district,district,2013,53.13,,3738.0,3689.0,870.0,48.0,5988.0,,,52.2,
Jabrayil district,district,2014,69.23,,3770.0,3722.0,885.0,46.2,6123.0,33.3,,80.0,
Jabrayil district,district,2015,66.67,,4010.0,3956.0,890.0,46.7,6704.0,23.3,,81.67,
Jabrayil district,district,2016,58.33,,4048.0,4023.0,900.0,50.0,7179.0,39.0,,81.67,
Jabrayil district,district,2017,,,4105.0,4083.0,954.0,,7610.0,,,,
Jabrayil district,district,2018,,,4166.0,4158.0,989.0,,7895.0,,,,
Jabrayil district,district,2019,,,4186.0,4178.0,948.0,,8321.0,,,,
Jabrayil district,district,2020,,,4298.0,4290.0,1275.0,,8572.0,,,,
Jabrayil district,district,2021,,,4321.0,4313.0,1371.0,,8709.0,,,,
Jabrayil district,district,2022,,,4270.0,4264.0,1455.0,,8915.0,,,,
Jabrayil district,district,2023,,,4296.0,4291.0,1458.0,,9022.0,,,,
Jabrayil district,district,2024,,,4415.0,4412.0,1490.0,,9203.0,,,,
Jalilabad district,district,2000,,,46435.0,43031.0,,,51604.0,,,,
Jalilabad district,district,2001,,,46954.0,43470.0,,,53218.0,,,,
Jalilabad district,district,2002,,,47918.0,44297.0,,,52683.0,,,,
Jalilabad district,district,2003,,,48292.0,44642.0,,,53038.0,,,,
Jalilabad district,district,2004,,,48746.0,45038.0,48.0,,48974.0,,,,
Jalilabad district,district,2005,13.38,7.0,49063.0,45322.0,,46.7,48997.0,0.1,,21.0,
Jalilabad district,district,2006,,,49247.0,45495.0,10.0,,49031.0,,,,
Jalilabad district,district,2007,,,49442.0,45642.0,10.0,,49040.0,,,,
Jalilabad district,district,2008,22.0,21.52,49581.0,45749.0,,47.5,49061.0,49.0,20.0,35.78,30.0
Jalilabad district,district,2009,16.04,,49685.0,45836.0,112.0,,50643.0,,,,
Jalilabad district,district,2010,15.83,,49857.0,45971.0,112.0,48.0,50705.0,16.7,,29.2,
Jalilabad district,district,2011,14.58,,49969.0,46056.0,112.0,48.0,54905.0,18.6,,50.0,
Jalilabad district,district,2012,39.33,,50137.0,46187.0,114.0,48.0,69530.0,19.3,,45.33,
Jalilabad district,district,2013,20.08,,50228.0,46273.0,24.0,48.0,77490.0,,,45.1,
Jalilabad district,district,2014,20.0,,50207.0,46479.0,30.0,47.5,78500.0,9.4,,52.5,
Jalilabad district,district,2015,166.67,,50295.0,46763.0,30.0,44.4,82940.0,66.7,,55.56,
Jalilabad district,district,2016,,,50319.0,47518.0,102.0,,82361.0,,,,
Jalilabad district,district,2017,,,50331.0,48853.0,48.0,,82445.0,,,,
Jalilabad district,district,2018,,,48858.0,47718.0,148.0,,72471.0,,,,
Jalilabad district,district,2019,15.31,,48289.0,47288.0,148.0,18.4,75524.0,150.0,,50.0,
Jalilabad district,district,2020,94.0,,48280.0,47534.0,148.0,86.0,74009.0,,,,
Jalilabad district,district,2021,,,48101.0,47491.0,159.0,,73900.0,,,,
Jalilabad district,district,2022,,,48876.0,48229.0,197.0,,73920.0,,,,
Jalilabad district,district,2023,,,49105.0,48465.0,159.0,,72456.0,,,,
Jalilabad district,district,2024,,,48635.0,47883.0,87.0,,71732.0,,,,
Julfa district,district,2000,,,5086.0,4833.0,1103.0,,7350.0,,,,
Julfa district,district,2001,,,5220.0,4986.0,1165.0,,6421.0,,,,
Julfa district,district,2002,,,5489.0,5255.0,1230.0,,7048.0,,,,
Julfa district,district,2003,,,5545.0,5323.0,1344.0,,7439.0,,,,
Julfa district,district,2004,,,5737.0,5550.0,1377.0,,7533.0,,,,
Julfa district,district,2005,,,6205.0,6018.0,1438.0,,7588.0,,,,
Julfa district,district,2006,,,6732.0,6552.0,1453.0,,7944.0,,,,
Julfa district,district,2007,,,6744.0,6578.0,1395.0,,8192.0,,,,
Julfa district,district,2008,,,6829.0,6645.0,2136.0,,8441.0,,,,
Julfa district,district,2009,,,6876.0,6648.0,2090.0,,8691.0,,,,
Julfa district,district,2010,,,6952.0,6789.0,1859.0,,8890.0,,,,
Julfa district,district,2011,,,7020.0,6917.0,1566.0,,9010.0,,,,
Julfa district,district,2012,,,7220.0,7109.0,1332.0,,9160.0,,,,
Julfa district,district,2013,,,7295.0,7181.0,1338.0,,9180.0,,,,
Julfa district,district,2014,,,7368.0,7252.0,1258.0,,9195.0,,,,
Julfa district,district,2015,,,7446.0,7326.0,1124.0,,9321.0,,,,
Julfa district,district,2016,,,7525.0,7396.0,1557.0,,9452.0,,,,
Julfa district,district,2017,,,7704.0,7468.0,399.0,,9594.0,,,,
Julfa district,district,2018,,,7786.0,7543.0,326.0,,9716.0,,,,
Julfa district,district,2019,,,7884.0,7624.0,352.0,,9894.0,,,,
Julfa district,district,2020,,,8014.0,7738.0,416.0,,10084.0,,,,
Julfa district,district,2021,,,8126.0,7839.0,1768.0,,10205.0,,,,
Julfa district,district,2022,,,8215.0,7924.0,1679.0,,10347.0,,,,
Julfa district,district,2023,,,3425.0,3410.0,1737.0,,7254.0,,,,
