region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat
Aghdam district,district,2022,7.59,,20707.0,20612.0,10476.3,4.1,41823.0,48.2,,66.7,
Aghdam district,district,2023,23.18,,21392.0,21302.0,11232.0,11.2,43727.0,,,,
Aghdam district,district,2024,79.01,,21931.0,21870.0,9755.9,29.1,45480.0,,,,
Aghdara district,district,2024,36.61,,2219.0,2093.0,379.7,48.8,137.0,50.3,,55.03,
Aghjabadi district,district,2000,,,33519.0,28218.0,12983.0,,40734.0,,,,
Aghjabadi district,district,2001,,,34930.0,29174.0,14257.0,,46137.0,,,,
Aghjabadi district,district,2002,,,35667.0,29874.0,18891.0,,45103.0,,,,
Aghjabadi district,district,2003,,,36043.0,30202.0,19199.0,,44300.0,,,,
Aghjabadi district,district,2004,,,38754.0,32651.0,19409.0,,47589.0,,,,
Aghjabadi district,district,2005,,,39179.0,32948.0,19399.0,,47750.0,,,,
Aghjabadi district,district,2006,,,39784.0,33536.0,20360.0,,47847.0,,,,
Aghjabadi district,district,2007,,,39878.0,33450.0,25057.0,,48014.0,,,,
Aghjabadi district,district,2008,15.63,,39992.0,33610.0,29854.0,46.9,48040.0,40.0,,21.88,
Aghjabadi district,district,2009,14.77,,40093.0,34187.0,26417.0,48.0,48072.0,25.0,,40.0,
Aghjabadi district,district,2010,32.19,,40107.0,34220.0,27838.0,48.0,48342.0,,,,
Aghjabadi district,district,2011,14.44,,40315.0,34777.0,28663.0,48.0,48526.0,,,,
Aghjabadi district,district,2012,19.93,,42347.0,36664.0,28043.0,48.0,50236.0,33.3,,40.0,
Aghjabadi district,district,2013,23.0,,42461.0,36705.0,27446.0,48.0,57915.0,30.4,,59.9,
Aghjabadi district,district,2014,30.59,,42797.0,37020.0,29623.0,48.0,66545.0,25.7,,46.46,
Aghjabadi district,district,2015,26.17,,42955.0,37158.0,33025.0,48.0,89088.0,40.1,,50.98,
Aghjabadi district,district,2016,26.07,,44251.0,38429.0,29176.0,48.0,101287.0,40.1,,50.98,
Aghjabadi district,district,2017,52.0,,44551.0,38680.0,23106.0,48.0,101596.0,40.4,,45.1,
Aghjabadi district,district,2018,52.05,,44612.0,38463.0,19821.0,48.0,101710.0,40.5,,45.02,
Aghjabadi district,district,2019,34.27,,42513.0,38572.0,22071.0,48.0,123886.0,27.5,,45.02,
Aghjabadi district,district,2020,30.85,,41702.0,38251.0,23783.9,5.4,126642.0,44.5,,44.97,
Aghjabadi district,district,2021,31.11,,41658.0,38467.0,24753.5,4.9,127030.0,42.6,,46.59,
Aghjabadi district,district,2022,31.12,,45366.0,42610.0,24966.0,4.9,138810.0,38.9,,21.53,
Aghjabadi district,district,2023,35.95,,49112.0,46658.0,17506.2,4.8,155630.0,39.3,,49.19,
Aghjabadi district,district,2024,35.97,,52696.0,50276.0,20516.3,5.3,167207.0,40.8,,41.98,
Aghstafa district,district,2000,,,8824.0,7051.0,703.0,,8940.0,,,,
Aghstafa district,district,2001,,,8982.0,7160.0,719.0,,9537.0,,,,
Aghstafa district,district,2002,,,9521.0,7639.0,662.0,,10303.0,,,,
Aghstafa district,district,2003,,,9918.0,7930.0,771.0,,9611.0,,,,
Aghstafa district,district,2004,,,10232.0,8181.0,857.0,,10408.0,,,,
Aghstafa district,district,2005,8.59,,10421.0,8326.0,900.0,49.8,10512.0,23.1,,10.58,
Aghstafa district,district,2006,,,10559.0,8401.0,1197.0,,10852.0,,,,
Aghstafa district,district,2007,,,10700.0,8495.0,3992.0,,10902.0,,,,
Aghstafa district,district,2008,18.75,,11068.0,8833.0,5503.0,50.0,11047.0,,,50.0,
Aghstafa district,district,2009,30.0,,11340.0,9034.0,6685.0,48.0,11072.0,0.1,,37.5,
Aghstafa district,district,2010,48.85,,11427.0,9153.0,7057.0,46.5,13644.0,400.0,,50.0,
Aghstafa district,district,2011,25.0,,11543.0,9276.0,6097.0,48.0,13862.0,52.9,,51.0,
Aghstafa district,district,2012,19.8,,11627.0,9369.0,5536.0,48.0,14863.0,121.7,,67.11,
Aghstafa district,district,2013,29.64,,11665.0,9415.0,6920.0,48.0,16092.0,74.4,,60.0,
Aghstafa district,district,2014,21.52,,11734.0,9476.0,5341.0,48.6,16334.0,62.3,,60.0,
Aghstafa district,district,2015,26.19,,11796.0,9601.0,6455.0,47.6,16642.0,51.8,,60.0,
Aghstafa district,district,2016,23.64,,11840.0,9606.0,6088.0,47.3,16985.0,32.7,,80.0,
Aghstafa district,district,2017,29.17,,11881.0,9642.0,5157.0,45.8,17112.0,53.6,,80.0,
Aghstafa district,district,2018,68.18,,11907.0,9669.0,5487.0,6.8,17170.0,44.2,,52.27,
Aghstafa district,district,2019,27.78,,11938.0,9696.0,5362.0,16.7,17245.0,80.0,,50.0,
Aghstafa district,district,2020,35.96,,11954.0,9712.0,5214.0,7.1,17317.0,122.4,,80.0,
Aghstafa district,district,2021,7.4,,11965.0,9717.0,5058.0,54.4,17370.0,75.0,,80.0,
Aghstafa district,district,2022,14.46,,12018.0,9763.0,4730.5,54.4,17621.0,75.0,,80.0,
Aghstafa district,district,2023,15.57,,12303.0,10137.0,4214.6,54.4,18077.0,118.8,,100.0,
Aghstafa district,district,2024,39.49,,12159.0,10766.0,4543.0,54.4,18154.0,108.2,,100.0,
Aghsu district,district,2000,,,16817.0,12441.0,124.0,,15115.0,,,,
Aghsu district,district,2001,,,17108.0,12559.0,,,17605.0,,,,
Aghsu district,district,2002,,,17338.0,12605.0,,,17869.0,,,,
Aghsu district,district,2003,,,17448.0,12823.0,,,19467.0,,,,
Aghsu district,district,2004,,,17627.0,13059.0,2.0,,21948.0,,,,
Aghsu district,district,2005,11.74,12.44,17731.0,13271.0,1520.0,51.5,22724.0,70.4,,20.0,
Aghsu district,district,2006,,,17877.0,13453.0,1975.0,,23261.0,,,,
Aghsu district,district,2007,,,17967.0,13647.0,617.0,,23302.0,,,,
Aghsu district,district,2008,25.4,16.35,18368.0,14015.0,592.0,46.0,23347.0,87.5,100.0,56.6,40.0
Aghsu district,district,2009,22.1,21.56,18523.0,14262.0,875.0,48.0,23396.0,33.3,68.2,30.0,40.0
Aghsu district,district,2010,22.5,18.85,18654.0,14506.0,941.0,48.0,24177.0,37.5,175.0,30.6,51.2
Aghsu district,district,2011,,22.09,18719.0,14736.0,1027.0,,25019.0,,95.2,,54.0
Aghsu district,district,2012,,28.55,18764.0,14864.0,790.0,,25545.0,,,,98.8
Aghsu district,district,2013,,29.76,18821.0,15010.0,739.0,,26979.0,,237.5,,100.0
Aghsu district,district,2014,,30.26,18840.0,15184.0,870.0,,27892.0,,222.7,,96.81
Aghsu district,district,2015,,30.18,18867.0,15341.0,1294.0,,29419.0,,173.8,,69.91
Aghsu district,district,2016,,30.24,18901.0,15430.0,1038.0,,29654.0,,145.8,,80.0
Aghsu district,district,2017,,30.26,18368.0,15534.0,2302.0,,30010.0,,167.0,,80.11
Aghsu district,district,2018,,,18421.0,15863.0,1282.0,,30165.0,,,,
Aghsu district,district,2019,,,18453.0,16126.0,1066.0,,30354.0,,,,
Aghsu district,district,2020,63.19,,18622.0,16510.0,842.6,19.2,31187.0,4.5,,66.0,
Aghsu district,district,2021,70.77,39.42,18895.0,16857.0,886.2,32.3,31531.0,7.0,59.0,75.69,60.0
Aghsu district,district,2022,74.44,41.42,18906.0,16880.0,980.8,32.3,31120.0,5.9,44.8,78.82,60.0
Aghsu district,district,2023,76.93,41.42,18926.0,17012.0,846.4,3.8,31765.0,0.9,45.0,77.65,60.07
Aghsu district,district,2024,76.93,41.44,18645.0,16489.0,959.4,3.0,32260.0,4.0,45.1,79.99,60.12
Astara district,district,2000,,,10824.0,10575.0,,,12739.0,,,,
Astara district,district,2001,,,12021.0,11716.0,,,11984.0,,,,
Astara district,district,2002,,,12780.0,12426.0,3.0,,13324.0,,,,
Astara district,district,2003,,,14861.0,14493.0,15.0,,14131.0,,,,
Astara district,district,2004,,,18396.0,18003.0,12.0,,15215.0,,,,
Astara district,district,2005,16.08,13.22,19236.0,18808.0,,48.2,16382.0,6.5,0.9,16.75,13.82
Astara district,district,2006,,,21329.0,20890.0,,,17182.0,,,,
Astara district,district,2007,,,21882.0,21411.0,308.0,,17918.0,,,,
Astara district,district,2008,22.15,18.0,22521.0,22049.0,395.0,41.5,18620.0,3.3,0.2,35.34,18.03
Astara district,district,2009,21.53,17.22,22298.0,21793.0,675.0,48.0,19365.0,1.2,2.6,30.39,20.0
Astara district,district,2010,12.38,15.01,22374.0,22027.0,997.0,48.2,21108.0,4.3,4.3,23.2,21.1
Astara district,district,2011,14.94,16.67,22233.0,22011.0,906.0,48.0,21578.0,1.3,7.7,30.3,22.5
Astara district,district,2012,34.95,19.56,22238.0,22035.0,1005.0,48.0,29863.0,-2.5,1.9,37.12,30.6
Astara district,district,2013,14.27,25.43,22277.0,22067.0,1142.0,47.4,29925.0,0.6,1.7,50.1,23.5
Astara district,district,2014,31.13,20.55,22300.0,22084.0,1111.0,48.0,30010.0,14.9,4.7,40.0,41.04
Astara district,district,2015,26.45,20.02,22329.0,22095.0,1124.0,48.1,30126.0,0.2,3.0,40.0,39.72
Astara district,district,2016,32.69,29.0,22331.0,22080.0,1303.0,47.3,30166.0,10.7,16.4,50.0,42.5
Astara district,district,2017,32.37,28.3,20079.0,19768.0,1132.0,47.2,30186.0,7.4,14.8,30.0,42.17
Astara district,district,2018,32.39,,20015.0,19769.0,1332.0,43.1,27164.0,20.0,,30.0,
Astara district,district,2019,28.24,,20005.0,19760.0,1336.0,27.6,27338.0,22.1,,32.82,
Astara district,district,2020,33.07,,19866.0,19602.0,1319.2,22.7,27352.0,24.2,,43.32,
Astara district,district,2021,32.62,,19993.0,19785.0,1349.4,23.0,27626.0,21.1,,41.1,
Astara district,district,2022,32.16,,19819.0,19601.0,1307.8,23.2,27896.0,22.5,,41.08,
Astara district,district,2023,33.5,,18254.0,18090.0,1353.3,22.8,28175.0,21.6,,43.79,
Astara district,district,2024,37.14,,18072.0,17888.0,1373.6,20.6,25966.0,19.7,,48.29,
Babak district,district,2000,,,8572.0,7654.0,2179.0,,11680.0,,,,
Babak district,district,2001,,,8630.0,7730.0,2396.0,,10640.0,,,,
Babak district,district,2002,,,8282.0,7184.0,2056.0,,11190.0,,,,
Babak district,district,2003,,,7593.0,6762.0,1305.0,,9810.0,,,,
Babak district,district,2004,,,7687.0,7058.0,1317.0,,10352.0,,,,
Babak district,district,2005,,,7916.0,7278.0,1365.0,,10594.0,,,,
Babak district,district,2006,,,8408.0,7830.0,1322.0,,11128.0,,,,
Babak district,district,2007,,,8453.0,7916.0,1253.0,,11573.0,,,,
Babak district,district,2008,,,7341.0,6916.0,1257.0,,11872.0,,,,
Babak district,district,2009,,,7502.0,7115.0,1153.0,,11398.0,,,,
Babak district,district,2010,,,7687.0,7298.0,1018.0,,11795.0,,,,
Babak district,district,2011,,,7870.0,7466.0,1024.0,,12011.0,,,,
Babak district,district,2012,,,7975.0,7558.0,1510.0,,12261.0,,,,
Babak district,district,2013,,,8060.0,7638.0,1180.0,,12268.0,,,,
Babak district,district,2014,,,8154.0,7727.0,1167.0,,12298.0,,,,
Babak district,district,2015,,,8257.0,7823.0,1303.0,,12504.0,,,,
Babak district,district,2016,,,8355.0,7908.0,2448.0,,12667.0,,,,
Babak district,district,2017,,,8654.0,7995.0,1255.0,,12874.0,,,,
Babak district,district,2018,,,8756.0,8085.0,1134.0,,13062.0,,,,
Babak district,district,2019,,,8879.0,8174.0,1124.0,,13336.0,,,,
Babak district,district,2020,,,9021.0,8275.0,1107.6,,13621.0,,,,
Babak district,district,2021,,,9127.0,8365.0,1607.0,,13852.0,,,,
Babak district,district,2022,,,9246.0,8475.0,1386.0,,14087.0,,,,
Babak district,district,2023,,,5361.0,5179.0,1541.0,,9777.0,,,,
Babak district,district,2024,,,5230.0,5073.0,1618.2,,9897.0,,,,
Baku city,city,2000,,,2584.0,2564.0,,,2941.0,,,,
Baku city,city,2001,,,2274.0,2248.0,50.0,,3060.0,,,,
Baku city,city,2002,,,2384.0,2369.0,50.0,,3199.0,,,,
Baku city,city,2003,,,2592.0,2592.0,50.0,,3538.0,,,,
Baku city,city,2004,,,3118.0,3115.0,50.0,,3755.0,,,,
Baku city,city,2005,14.73,12.94,3089.0,3024.0,50.0,46.3,3722.0,7.5,9.4,19.62,21.88
Baku city,city,2006,,,3201.0,3176.0,,,3833.0,,,,
Baku city,city,2007,,,2956.0,2945.0,,,3833.0,,,,
Baku city,city,2008,24.92,20.0,2726.0,2726.0,,47.4,2980.0,15.4,20.0,38.16,30.0
Baku city,city,2009,19.07,28.64,3193.0,3193.0,,48.1,3110.0,-3.5,,77.75,
Baku city,city,2010,14.84,,2755.0,2739.0,,48.0,3799.0,5.8,,68.2,
Baku city,city,2011,31.81,,3030.0,3014.0,,48.0,3450.0,3.3,,68.9,
Baku city,city,2012,34.25,,2774.0,2758.0,,48.3,4061.0,-2.0,,86.14,
Baku city,city,2013,33.2,,2710.0,2709.0,,48.0,5082.0,16.2,,77.0,
Baku city,city,2014,38.49,,3155.0,3155.0,,47.9,3910.0,13.3,,67.67,
Baku city,city,2015,52.7,,2826.0,2826.0,,48.9,4058.0,3.2,,66.23,
Baku city,city,2016,50.72,100.0,3880.0,3880.0,,29.9,4245.0,33.9,,69.22,91.62
Baku city,city,2017,12.43,60.0,4360.0,4360.0,,17.7,4669.0,5.4,19.1,34.74,60.0
Baku city,city,2018,85.6,,4285.0,4285.0,,25.7,5293.0,24.8,,118.37,
Baku city,city,2019,93.22,,4149.0,4149.0,,78.2,4969.0,19.5,,107.6,
Baku city,city,2020,79.27,,4169.0,4169.0,,26.9,5144.0,1.6,,83.8,
Baku city,city,2021,85.0,22.5,4146.0,4146.0,,26.8,5143.0,4.2,2.8,84.34,100.0
Baku city,city,2022,112.71,,4894.0,4894.0,,20.7,5081.0,,,110.01,
Baku city,city,2023,119.08,59.72,4547.0,4547.0,,18.7,6126.0,,23.7,115.25,82.53
Baku city,city,2024,111.52,86.07,5254.0,5254.0,,34.6,5882.0,15.8,14.7,99.01,98.72
Balakan district,district,2000,,,16126.0,12947.0,6952.0,,14832.0,,,,
Balakan district,district,2001,,,16277.0,13012.0,287.0,,13045.0,,,,
Balakan district,district,2002,,,16354.0,13173.0,587.0,,14919.0,,,,
Balakan district,district,2003,,,16559.0,13263.0,841.0,,13597.0,,,,
Balakan district,district,2004,,,16741.0,13132.0,972.0,,13900.0,,,,
Balakan district,district,2005,26.23,,16976.0,13458.0,935.0,46.4,13964.0,1.4,,30.27,
Balakan district,district,2006,,,17294.0,13769.0,1183.0,,14040.0,,,,
Balakan district,district,2007,,,17331.0,13946.0,1327.0,,14086.0,,,,
Balakan district,district,2008,24.16,,17368.0,13925.0,1769.0,42.0,14107.0,32.1,,46.19,
Balakan district,district,2009,26.99,,17525.0,14153.0,2776.0,47.0,14115.0,7.4,,41.16,
Balakan district,district,2010,26.98,,17513.0,14289.0,3416.0,47.0,15625.0,48.7,,55.2,
Balakan district,district,2011,26.99,,18245.0,15107.0,3214.0,47.2,15656.0,35.7,,51.1,
Balakan district,district,2012,38.75,,18256.0,15272.0,2312.0,47.7,16420.0,22.8,,54.03,
Balakan district,district,2013,29.26,,18341.0,15485.0,2070.0,47.9,18865.0,74.7,,49.8,
Balakan district,district,2014,27.43,,18363.0,15581.0,2402.0,47.9,19996.0,90.8,,57.09,
Balakan district,district,2015,28.32,,18443.0,15648.0,2864.0,48.0,20556.0,76.6,,50.01,
Balakan district,district,2016,29.12,,17827.0,15607.0,3014.0,47.1,20654.0,61.6,,47.07,
Balakan district,district,2017,28.68,,17845.0,15766.0,3085.0,48.0,20784.0,91.3,,60.0,
Balakan district,district,2018,27.96,,17697.0,15808.0,2800.0,47.0,21065.0,115.0,,60.0,
Balakan district,district,2019,27.0,,18104.0,16300.0,2685.0,47.0,21158.0,92.0,,62.16,
Balakan district,district,2020,27.0,,18214.0,16469.0,3096.0,47.0,21690.0,85.2,,50.0,
Balakan district,district,2021,27.0,,17404.0,15682.0,2986.0,47.0,21929.0,85.2,,50.0,
Balakan district,district,2022,43.02,,13739.0,12486.0,2968.0,47.0,22180.0,86.0,,80.0,
Balakan district,district,2023,43.02,,13171.0,12037.0,2663.0,47.0,22312.0,86.0,,80.0,
Balakan district,district,2024,42.98,,12950.0,11929.0,2863.0,47.0,22373.0,86.1,,80.0,
Barda district,district,2000,,,23960.0,17741.0,7195.0,,30311.0,,,,
Barda district,district,2001,,,26482.0,19923.0,9475.0,,26550.0,,,,
Barda district,district,2002,,,31345.0,23900.0,9916.0,,27878.0,,,,
Barda district,district,2003,,,32130.0,24709.0,14172.0,,30150.0,,,,
Barda district,district,2004,,,32186.0,24987.0,14820.0,,33800.0,,,,
Barda district,district,2005,,,32248.0,25079.0,15380.0,,38000.0,,,,
Barda district,district,2006,,,33004.0,26409.0,19035.0,,40100.0,,,,
Barda district,district,2007,,,35154.0,29353.0,25379.0,,42200.0,,,,
Barda district,district,2008,,,36008.0,30416.0,27564.0,,44100.0,,,,
Barda district,district,2009,,,36943.0,31186.0,27068.0,,46300.0,,,,
Barda district,district,2010,22.54,,37550.0,31714.0,34994.0,,47604.0,,,,
Barda district,district,2011,,,38423.0,32829.0,33387.0,,49964.0,,,,
Barda district,district,2012,,30.38,39297.0,33809.0,29378.0,,51450.0,,25.0,,40.0
Barda district,district,2013,23.0,,41185.0,35803.0,31573.0,48.0,57115.0,58.4,,24.0,
Barda district,district,2014,36.64,,42021.0,36758.0,31041.0,48.0,65433.0,0.1,,44.98,
Barda district,district,2015,36.15,,42042.0,36852.0,33835.0,48.0,69047.0,0.1,,44.98,
Barda district,district,2016,36.68,,42015.0,37150.0,31204.0,48.0,79830.0,1.2,,45.53,
Barda district,district,2017,36.69,,42045.0,38294.0,26641.0,49.0,81536.0,1.2,,45.54,
Barda district,district,2018,37.62,,42635.0,39542.0,26776.0,48.0,82008.0,9.6,,47.38,
Barda district,district,2019,37.75,,42003.0,39380.0,28783.0,48.0,82618.0,4.7,,46.66,
Barda district,district,2020,14.0,,41945.0,39321.0,28981.0,11.5,89962.0,197.8,,41.69,
Barda district,district,2021,38.28,,43805.0,41443.0,29431.0,36.2,86540.0,77.0,,67.8,
Barda district,district,2022,48.08,,46270.0,44064.0,27864.0,33.4,93292.0,34.0,,64.41,
Barda district,district,2023,47.56,,47321.0,45218.0,24786.0,33.5,96741.0,52.3,,72.43,
Barda district,district,2024,26.6,,49957.0,48023.0,25892.0,33.5,100184.0,202.1,,100.76,
Beylagan district,district,2000,,,16653.0,14268.0,10851.0,,19818.0,,,,
Beylagan district,district,2001,,,18329.0,15851.0,17765.0,,23278.0,,,,
Beylagan district,district,2002,,,19347.0,16816.0,17476.0,,24280.0,,,,
Beylagan district,district,2003,,,21648.0,18892.0,19787.0,,21850.0,,,,
Beylagan district,district,2004,,,22506.0,19888.0,19800.0,,22150.0,,,,
Beylagan district,district,2005,9.71,6.27,22638.0,20070.0,19538.0,47.6,22725.0,3.0,91.6,10.0,12.02
Beylagan district,district,2006,,,23708.0,21220.0,20848.0,,23236.0,,,,
Beylagan district,district,2007,,,24490.0,22158.0,25192.0,,23450.0,,,,
Beylagan district,district,2008,46.93,6.59,25307.0,23526.0,27501.0,48.2,26733.0,-56.8,200.0,20.0,20.0
Beylagan district,district,2009,38.33,13.64,25975.0,24258.0,24825.0,48.0,30360.0,-47.5,46.4,20.0,20.0
Beylagan district,district,2010,28.48,23.06,26358.0,24841.0,25326.0,48.0,34768.0,-30.0,0.0,20.0,22.8
Beylagan district,district,2011,27.69,17.22,26581.0,25158.0,26233.0,48.0,36350.0,-28.0,16.8,20.0,19.9
Beylagan district,district,2012,25.61,16.22,26788.0,25402.0,28775.0,48.0,37740.0,-2.0,39.0,25.13,22.3
Beylagan district,district,2013,25.6,16.22,27070.0,25693.0,28730.0,48.0,38773.0,,30.5,,21.0
Beylagan district,district,2014,25.59,16.37,27140.0,25751.0,24880.0,48.0,39130.0,,30.5,25.0,21.02
Beylagan district,district,2015,25.67,20.89,27271.0,25856.0,28853.0,48.1,39457.0,,42.8,22.05,23.03
Beylagan district,district,2016,25.64,21.16,27614.0,26205.0,24348.0,48.0,39520.0,,43.5,20.0,22.97
Beylagan district,district,2017,25.54,22.82,27705.0,27273.0,21346.0,47.9,39573.0,17.9,67.8,32.0,43.73
Beylagan district,district,2018,25.6,19.71,27827.0,27438.0,20748.0,47.9,39621.0,59.6,73.2,40.87,44.58
Beylagan district,district,2019,38.65,35.56,28282.0,27890.0,22634.0,19.3,39663.0,7.4,,43.98,
Beylagan district,district,2020,4.29,27.01,28356.0,28148.0,22890.5,45.4,39796.0,,22.1,,
Beylagan district,district,2021,4.31,28.46,28463.0,28346.0,23809.0,66.3,39899.0,62.3,,40.06,
Beylagan district,district,2022,,28.46,28420.0,28314.0,23570.5,,39925.0,,,,
Beylagan district,district,2023,,28.46,28220.0,28114.0,21134.5,,39965.0,,,,
Beylagan district,district,2024,,28.85,27959.0,27857.0,21091.5,,40027.0,,,,
Bilasuvar district,district,2000,,,16040.0,12869.0,1332.0,,13314.0,,,,
Bilasuvar district,district,2001,,,16331.0,13085.0,1468.0,,14610.0,,,,
Bilasuvar district,district,2002,,,17080.0,13668.0,1494.0,,15933.0,,,,
Bilasuvar district,district,2003,,,17504.0,14196.0,2591.0,,14414.0,,,,
Bilasuvar district,district,2004,,,17864.0,14616.0,3610.0,,14501.0,,,,
Bilasuvar district,district,2005,,15.21,18121.0,15109.0,3846.0,,14535.0,,7.5,,17.2
Bilasuvar district,district,2006,,,18382.0,15507.0,4175.0,,14577.0,,,,
Bilasuvar district,district,2007,,,18974.0,16064.0,5873.0,,14607.0,,,,
Bilasuvar district,district,2008,,37.53,19166.0,16557.0,7267.0,,14623.0,,43.2,,53.0
Bilasuvar district,district,2009,,37.57,19304.0,17057.0,7410.0,,22066.0,,42.0,,53.0
Bilasuvar district,district,2010,43.54,37.58,19463.0,17413.0,7615.0,48.0,23573.0,50.0,40.2,54.5,56.7
Bilasuvar district,district,2011,49.24,36.78,19510.0,17588.0,6746.0,48.0,23781.0,,38.1,39.6,55.7
Bilasuvar district,district,2012,49.31,38.3,19652.0,17831.0,7675.0,48.0,26955.0,18.2,38.6,40.63,55.8
Bilasuvar district,district,2013,63.92,39.36,19895.0,18139.0,7863.0,48.0,27314.0,,40.4,38.4,57.6
Bilasuvar district,district,2014,40.1,,19992.0,18450.0,8555.0,48.0,27392.0,,,39.74,
Bilasuvar district,district,2015,24.07,,20187.0,18585.0,10158.0,48.0,27693.0,54.1,,42.22,
Bilasuvar district,district,2016,38.01,,20260.0,18760.0,8064.0,48.0,27995.0,2.8,,40.07,
Bilasuvar district,district,2017,89.73,,19651.0,18381.0,6573.0,48.0,28008.0,44.1,,39.53,
Bilasuvar district,district,2018,28.3,,19464.0,18339.0,5562.0,48.0,27105.0,49.5,,45.16,
Bilasuvar district,district,2019,41.42,,19393.0,18263.0,6289.0,48.0,27165.0,11.1,,46.0,
Bilasuvar district,district,2020,72.88,,19525.0,18397.0,6404.3,48.0,27202.0,55.1,,47.99,
Bilasuvar district,district,2021,95.84,,19586.0,18572.0,7288.3,48.0,27376.0,,,59.73,
Bilasuvar district,district,2022,72.76,,19603.0,18681.0,7635.2,48.0,27472.0,13.0,,70.87,
Bilasuvar district,district,2023,76.79,,19509.0,18713.0,7467.7,48.0,27496.0,3.4,,80.06,
Bilasuvar district,district,2024,65.97,,19528.0,18741.0,7598.0,48.0,27511.0,21.9,,72.37,
Dashkasan district,district,2000,,,13060.0,12617.0,,,16738.0,,,,
Dashkasan district,district,2001,,,13977.0,13415.0,45.0,,18552.0,,,,
Dashkasan district,district,2002,,,12226.0,11736.0,1.0,,17404.0,,,,
Dashkasan district,district,2003,,,12891.0,12559.0,,,15556.0,,,,
Dashkasan district,district,2004,,,13226.0,12839.0,,,17179.0,,,,
Dashkasan district,district,2005,,10.0,14422.0,14093.0,,,19574.0,,89.0,,26.0
Dashkasan district,district,2006,,,12570.0,12351.0,,,20162.0,,,,
Dashkasan district,district,2007,,,12735.0,12523.0,,,19033.0,,,,
Dashkasan district,district,2008,18.05,20.0,13002.0,12777.0,75.0,47.4,19025.0,67.5,24.3,50.38,31.08
Dashkasan district,district,2009,20.04,18.8,13316.0,13137.0,80.0,48.0,19032.0,100.0,20.6,39.8,32.0
Dashkasan district,district,2010,19.57,20.29,13563.0,13375.0,85.0,48.0,19341.0,101.3,71.3,50.2,49.5
Dashkasan district,district,2011,22.96,35.03,13766.0,13584.0,100.0,48.0,20213.0,14.5,44.3,41.5,50.5
Dashkasan district,district,2012,22.11,35.29,13962.0,13792.0,442.0,48.0,20527.0,14.2,45.5,39.94,50.9
Dashkasan district,district,2013,20.0,34.23,14185.0,14015.0,362.0,48.0,21511.0,14.3,41.4,39.9,49.5
Dashkasan district,district,2014,20.0,34.99,14047.0,13870.0,298.0,48.1,21516.0,14.3,42.9,40.0,50.0
Dashkasan district,district,2015,20.12,35.0,13350.0,13199.0,49.0,48.1,22713.0,100.0,48.2,40.0,50.0
Dashkasan district,district,2016,18.64,35.38,13595.0,13436.0,256.0,45.0,22892.0,102.3,42.9,37.91,50.0
Dashkasan district,district,2017,13.68,35.22,12433.0,12307.0,251.0,48.0,23548.0,119.8,45.2,42.19,50.0
Dashkasan district,district,2018,14.9,35.21,11628.0,11470.0,282.0,47.1,22763.0,56.1,42.7,47.69,49.93
Dashkasan district,district,2019,35.29,35.2,10751.0,10639.0,160.0,47.7,22174.0,30.3,41.9,64.31,49.94
Dashkasan district,district,2020,126.68,35.0,11657.0,11539.0,160.0,26.7,22054.0,17.4,42.7,83.08,49.94
Dashkasan district,district,2021,109.97,40.0,10473.0,10336.0,,28.6,25002.0,19.8,48.2,80.18,59.27
Dashkasan district,district,2022,118.26,60.0,10054.0,9955.0,,32.7,25407.0,14.2,37.0,47.08,82.2
Dashkasan district,district,2023,111.31,60.0,10058.0,9944.0,,33.5,25174.0,8.8,33.3,51.45,80.0
Dashkasan district,district,2024,56.77,69.97,10073.0,9950.0,,26.9,27310.0,0.7,26.7,28.12,88.69
Fuzuli district,district,2000,,,7139.0,6259.0,1554.0,,5926.0,,,,
Fuzuli district,district,2001,,,7361.0,6414.0,1886.0,,7438.0,,,,
Fuzuli district,district,2002,,,7969.0,7114.0,2146.0,,7739.0,,,,
Fuzuli district,district,2003,,,8663.0,7645.0,3161.0,,8612.0,,,,
Fuzuli district,district,2004,,,8819.0,7985.0,3311.0,,7745.0,,,,
Fuzuli district,district,2005,,,8630.0,7731.0,3411.0,,7750.0,,,,
Fuzuli district,district,2006,,,9876.0,8978.0,3711.0,,7850.0,,,,
Fuzuli district,district,2007,,,12100.0,11003.0,6500.0,,7920.0,,,,
Fuzuli district,district,2008,21.25,,13702.0,12729.0,6500.0,50.0,6420.0,20.0,,30.0,
Fuzuli district,district,2009,22.0,,14437.0,13347.0,4064.0,48.0,6757.0,0.1,,30.0,
Fuzuli district,district,2010,70.65,,14801.0,13757.0,7223.0,48.0,7631.0,,,,
Fuzuli district,district,2011,83.21,,14798.0,13988.0,6447.0,48.0,9615.0,-8.3,,28.9,
Fuzuli district,district,2012,43.5,,14830.0,13999.0,6884.0,48.0,11628.0,16.2,,50.32,
Fuzuli district,district,2013,47.36,,14867.0,14049.0,6638.0,48.0,17404.0,6.0,,50.0,
Fuzuli district,district,2014,36.46,,15460.0,14626.0,5287.0,47.9,17869.0,15.5,,41.67,
