region,region_type,year,cost_price_per_centner_milk_enterprises_manat,cost_price_per_centner_milk_private_manat,cows_dairy_buffaloes_stock_heads,cows_heads,fodder_sown_area_ha,labour_hours_per_centner_milk_enterprises,milk_production_tons,profitability_milk_enterprises_pct,profitability_milk_private_pct,selling_price_per_centner_milk_enterprises_manat,selling_price_per_centner_milk_private_manat,cost_milk,profitability,ln_milk,ln_cows,ln_fodder,post_conflict_district,post_2020,treatment,efficiency_sfa,efficiency_dea,super_efficiency_dea
Jabrayil district,district,2015,66.67,NA,4010,3956,890,46.7,6704,23.3,NA,81.67,NA,66.67,23.3,8.810459642161918,8.282988692742602,6.7912214627261855,TRUE,FALSE,0,0.8574794383696525,0.633738683654247,0.6337386836542468
Jabrayil district,district,2016,58.33,NA,4048,4023,900,50,7179,39,NA,81.67,NA,58.33,39,8.878915376576483,8.299783171949787,6.802394763324311,TRUE,FALSE,0,0.8650539355086765,0.5531647231590483,0.5531647231590483
Jalilabad district,district,2010,15.83,NA,49857,45971,112,48,50705,16.7,NA,29.2,NA,15.83,16.7,10.833779804046097,10.735766041881055,4.718498871295094,FALSE,FALSE,0,0.7220746180733638,1,40.671365586476526
Jalilabad district,district,2011,14.58,NA,49969,46056,112,48,54905,18.6,NA,50,NA,14.58,18.6,10.913359698031813,10.737613326355646,4.718498871295094,FALSE,FALSE,0,0.7436772339442957,1,69.40186159381608
Jalilabad district,district,2012,39.33,NA,50137,46187,114,48,69530,19.3,NA,45.33,NA,39.33,19.3,11.149513593093063,10.740453652192178,4.736198448394496,FALSE,FALSE,0,0.801790501509025,1,129.24535886060463
Jalilabad district,district,2014,20,NA,50207,46479,30,47.5,78500,9.4,NA,52.5,NA,20,9.4,11.2708539037705,10.746755876664402,3.4011973816621555,FALSE,FALSE,0,0.82426425181865,1,521.8528914391547
Jalilabad district,district,2015,166.67,NA,50295,46763,30,44.4,82940,66.7,NA,55.56,NA,166.67,66.7,11.325872733800372,10.752847570927493,3.4011973816621555,FALSE,FALSE,0,0.8335874703287814,1,566.633180962788
Jalilabad district,district,2019,15.31,NA,48289,47288,148,18.4,75524,150,NA,50,NA,15.31,150,11.232205765518422,10.764011842504205,4.997212273764115,FALSE,FALSE,0,0.81457791508563,1,46.17230080803687
Kalbajar district,district,2005,NA,28.57,7121,6841,52,NA,5264,NA,37,NA,39.15,28.57,37,8.568646473005153,8.830689198760998,3.9512437185814275,TRUE,FALSE,0,0.6525239078562656,0.7500000000000018,0.75
Kalbajar district,district,2008,NA,47.17,11165,10750,197,NA,8010,NA,16.5,NA,54.95,47.17,16.5,8.988446040062405,9.28266103355581,5.2832037287379885,TRUE,FALSE,0,0.636297731142502,0.4049855232688783,0.4049855232688782
Kalbajar district,district,2009,NA,25.27,11922,11444,499,48,8837,NA,2.9,NA,36,25.27,2.9,9.086702731518004,9.345220854170002,6.212606095751519,TRUE,FALSE,0,0.647303136688101,0.280370261719707,0.2803702617197069
Kalbajar district,district,2010,NA,27.87,11973,11589,357,NA,14051,NA,26.1,NA,31.9,27.87,26.1,9.55044884660634,9.35781165133439,5.877735781779639,TRUE,FALSE,0,0.7740919738709205,0.49917118494877744,0.49917118494877766
Kalbajar district,district,2011,NA,45.21,12123,11753,325,NA,15010,NA,2.5,NA,56.5,45.21,2.5,9.616471924627508,9.371863806132854,5.783825182329737,TRUE,FALSE,0,0.7864268686236946,0.40356358800968245,0.4035635880096825
Kalbajar district,district,2012,NA,34.89,12947,12472,319,NA,15763,NA,12.6,NA,45.1,34.89,12.6,9.665420700626543,9.431241410737613,5.765191102784844,TRUE,FALSE,0,0.7829358412749305,0.46068218695348445,0.4606821869534846
Kalbajar district,district,2013,NA,18.12,13197,12675,329,NA,17053,NA,107.6,NA,48,18.12,107.6,9.744081420312915,9.447386828459384,5.796057750765372,TRUE,FALSE,0,0.7974185729841501,0.5239284843681891,0.523928484368189
Kalbajar district,district,2014,NA,39.09,13201,12712,319,NA,17223,NA,41.9,NA,52,39.09,41.9,9.754000978835746,9.450301708216552,5.765191102784844,TRUE,FALSE,0,0.7989236650336056,0.5757706887003978,0.5757706887003978
Kalbajar district,district,2015,NA,32.28,13089,12629,380,NA,17396,NA,43.8,NA,51.78,32.28,43.8,9.76399557371753,9.44375103564617,5.940171252720432,TRUE,FALSE,0,0.8029657277762281,0.4535300617209661,0.453530061720966
Kalbajar district,district,2016,NA,35.47,12575,12164,256,NA,17493,NA,44.7,NA,52.33,35.47,44.7,9.769556079890267,9.406236048797256,5.545177444479562,TRUE,FALSE,0,0.8123488150059013,0.4086485879619754,0.40864858796197545
Kalbajar district,district,2017,NA,30.41,12469,12101,146,NA,16936,NA,61.4,NA,58.1,30.41,61.4,9.737196812814702,9.401043372798053,4.983606621708336,TRUE,FALSE,0,0.8058524440198869,0.4948336248219211,0.4948336248219219
Kalbajar district,district,2018,NA,36.03,12379,11999,151,NA,17111,NA,94.4,NA,70,36.03,94.4,9.747476810531971,9.392578591964389,5.017279836814924,TRUE,FALSE,0,0.810080716418302,0.39839054278914965,0.39839054278914954
Kalbajar district,district,2019,NA,39.88,12417,11958,159,NA,17210,NA,40,NA,70,39.88,40,9.753245889205585,9.38915578944085,5.0689042022202315,TRUE,FALSE,0,0.812154824037963,0.3996938070928007,0.39969380709280095
Khachmaz district,district,2005,17.48,11.24,25772,24102,2978,47.9,34270,7,78,18.07,20,17.48,7,10.442025614868655,10.090050103587338,7.999007213243955,FALSE,FALSE,0,0.8031070367093156,0.7497454568901721,0.7497454568901721
Khachmaz district,district,2008,27.01,25,25973,24694,5314,47.8,36185,18.5,60,35.07,40,27.01,18.5,10.496399947300228,10.11431557812769,8.57810012631976,FALSE,FALSE,0,0.8100722115044312,0.6040813710098255,0.6040813710098254
Khachmaz district,district,2009,20.51,18.07,26129,24847,5815,48,36511,17.2,66.1,28.55,30.27,20.51,17.2,10.505368864030821,10.120492299890929,8.668196064952765,FALSE,FALSE,0,0.8106957956355753,0.5750869349658174,0.5750869349658173
Khachmaz district,district,2010,31.9,20.49,26020,24657,5812,48,37862,-6.1,51.6,29.6,33.5,31.9,-6.1,10.541703249569855,10.11281611481661,8.667680024690174,FALSE,FALSE,0,0.8199722280516748,0.6301748563730789,0.6301748563730789
Khachmaz district,district,2011,60.64,21.15,25961,24709,3768,48,39263,-42.2,66.1,38.9,37.4,60.64,-42.2,10.57803787856365,10.114922828718177,8.234299635696253,FALSE,FALSE,0,0.8262512592795954,0.4670094064311404,0.4670094064311404
Khachmaz district,district,2012,41.9,20.05,25850,24682,3358,52.5,39852,6.7,36.4,46.73,30,41.9,6.7,10.592927871164747,10.11382951201313,8.119100837637486,FALSE,FALSE,0,0.8292285657396993,0.4829546825475043,0.48295468254750423
Khachmaz district,district,2013,45.7,14.91,25738,24651,2906,48,42513,NA,36.4,43,30,45.7,36.4,10.65756519049298,10.112572746599298,7.974532844130228,FALSE,FALSE,0,0.8412251485067466,0.5385335133067101,0.53853351330671
Khachmaz district,district,2017,62.2,NA,26335,25394,4520,44.5,60569,5.8,NA,70.22,NA,62.2,5.8,11.01153849001536,10.142268204629737,8.416267272826277,FALSE,FALSE,0,0.8875942374513203,0.9002729796242713,0.900272979624271
Khachmaz district,district,2018,60.81,NA,26491,25626,4663,2.4,63822,4.6,NA,67.36,NA,60.81,4.6,11.06385323747972,10.151362740069521,8.44741429680832,FALSE,FALSE,0,0.8922655339725911,0.8286747966809083,0.828674796680909
Khachmaz district,district,2019,58.36,NA,25735,24966,4789,2.6,69035,11.5,NA,92.58,NA,58.36,11.5,11.142368901350252,10.125270178210997,8.47407690034261,FALSE,FALSE,0,0.9027232605531047,0.96386286300407,0.9638628630040698
Khachmaz district,district,2020,53.52,NA,26205,25475,4756.6,2.5,71902,23.5,NA,67.87,NA,53.52,23.5,11.183059359733951,10.145452858090925,8.467288406287597,FALSE,FALSE,0,0.9044377468337387,1,1.469972399647421
Khachmaz district,district,2021,82.31,NA,26065,25271,4443.6,24.4,74902,21.7,NA,64.07,NA,82.31,21.7,11.223935871418504,10.137412772215015,8.399220137707568,FALSE,TRUE,0,0.908631274594508,1,1.8274736131242832
Khachmaz district,district,2022,80.4,NA,26129,25429,3558.6,33.4,78806,25.5,NA,88.76,NA,80.4,25.5,11.274744415079285,10.143645534009467,8.177122488072737,FALSE,TRUE,0,0.9120646319027469,1,2.2421663945111416
Khachmaz district,district,2023,64.28,NA,24878,24378,2672.7,34,82482,13.9,NA,86.22,NA,64.28,13.9,11.320335366699474,10.101436365215783,7.890844476394708,FALSE,TRUE,0,0.9185727456428882,1,1.8635929420467712
Khachmaz district,district,2024,67.35,NA,23418,23096,2354.9,32,83747,10.7,NA,72.2,NA,67.35,10.7,11.335555628150207,10.04741472134277,7.764253542703935,FALSE,TRUE,0,0.9233000070820647,1,2.8364859329685332
Khizi district,district,2008,NA,15.99,5068,5049,186,NA,5209,NA,50,NA,36,15.99,50,8.558143177745192,8.526945482858915,5.225746673713202,FALSE,FALSE,0,0.7454919420752748,0.49298077044720295,0.492980770447203
Khizi district,district,2010,NA,39.16,5150,5126,369,NA,8940,NA,100,NA,62.7,39.16,100,9.09829086816756,8.542080906924017,5.910796644040527,FALSE,FALSE,0,0.8584263322092397,0.6734921231209616,0.6734921231209613
Khizi district,district,2011,NA,41.35,5460,5441,176,NA,9650,NA,100,NA,62.9,41.35,100,9.174713194333032,8.601718146485926,5.170483995038151,FALSE,FALSE,0,0.8597077652364815,0.5956784877209763,0.5956784877209762
Khizi district,district,2012,NA,32.58,6078,6062,501,NA,11575,NA,-1.2,NA,30.6,32.58,-1.2,9.356602878954435,8.709795057617749,6.2166061010848646,FALSE,FALSE,0,0.8702240011599427,0.5851497337430571,0.5851497337430573
Khizi district,district,2013,NA,17.58,5653,5643,186,NA,11748,NA,100,NA,80,17.58,100,9.37143829231851,8.63817111796914,5.225746673713202,FALSE,FALSE,0,0.8812613354123197,0.8151649858020619,0.8151649858020618
Khizi district,district,2015,501,NA,5114,5083,113,48,12080,2.1,NA,43.64,NA,501,2.1,9.399306471488806,8.533656917446903,4.727387818712341,FALSE,FALSE,0,0.8963311174570491,0.8210780910175558,0.8210780910175556
Khizi district,district,2016,55.46,NA,5147,5137,259,48,10344,42.6,NA,32.84,NA,55.46,42.6,9.244161920451694,8.544224530467268,5.556828061699537,FALSE,FALSE,0,0.8781586466702561,0.5972072060193775,0.5972072060193776
Khizi district,district,2017,65.89,NA,4685,4675,300,48,9468,12.9,NA,63.55,NA,65.89,12.9,9.155672970633875,8.449984441722787,5.703782474656201,FALSE,FALSE,0,0.8797747043261668,0.5835477781107016,0.5835477781107012
Khizi district,district,2018,62.11,NA,5207,5191,265,47.8,6992,61.6,NA,79.49,NA,62.11,61.6,8.852521917335372,8.55468163582723,5.579729825986222,FALSE,FALSE,0,0.8106074836445024,0.3957216053347226,0.3957216053347223
Khizi district,district,2020,19.67,NA,4866,4837,375,48,6728,40.5,NA,46.57,NA,19.67,40.5,8.814033201652784,8.484049972822984,5.926926025970411,FALSE,FALSE,0,0.8187510778855213,0.46080754036429344,0.460807540364306
Khizi district,district,2023,60,NA,4156,4143,305,48,6987,66.7,NA,100,NA,60,66.7,8.85180655855245,8.329175442077402,5.720311776607412,FALSE,TRUE,0,0.85524148351331,0.3841397540756278,0.3841397540756281
Khojavand district,district,2005,NA,8.26,1688,1678,254,NA,1858,NA,66.7,NA,20,8.26,66.7,7.527255919373784,7.425357887027151,5.537334267018537,TRUE,FALSE,0,0.783140753193128,0.5101600288072728,0.5101600288072728
Khojavand district,district,2008,NA,9.92,961,957,553,NA,1660,NA,21.4,NA,17,9.92,21.4,7.414572881350589,6.863803391452954,6.315358001522335,TRUE,FALSE,0,0.8740332759468463,0.9465759148618462,0.9465759148618448
Khojavand district,district,2010,2.5,14.31,872,872,521,NA,385,NA,41.8,NA,21.1,2.5,41.8,5.953243334287785,6.77078942390898,6.255750041753367,TRUE,FALSE,0,0.5372389909792316,0.5699541284403671,0.569954128440367
Khojavand district,district,2011,NA,15.56,881,880,475,NA,290,NA,19.5,NA,30,15.56,19.5,5.66988092298052,6.779921907472252,6.163314804034641,TRUE,FALSE,0,0.4642193302608231,0.7056818181818192,0.7056818181818181
Khojavand district,district,2012,30,15.56,937,934,512,48,1103,NA,19.5,NA,30,30,19.5,7.005789019253503,6.839476438228843,6.238324625039508,TRUE,FALSE,0,0.8078906598900057,0.47784909590449737,0.4778490959044977
Khojavand district,district,2013,NA,15.56,1010,1010,270,NA,1486,NA,19.5,NA,30,15.56,19.5,7.303843225277705,6.917705609835305,5.598421958998375,TRUE,FALSE,0,0.848314401479122,0.614937757317628,0.6149377573176288
Kurdamir district,district,2005,12.03,13,28773,21791,10331,49,23071,39.4,38.5,16.45,18,12.03,39.4,10.046331696565609,9.989252319496922,9.242904362849446,FALSE,FALSE,0,0.7322075577060458,0.42561992452100267,0.42561992452100267
Kurdamir district,district,2008,22.05,22.95,30411,24181,12927,50,24038,12.4,21.7,37.11,42,22.05,12.4,10.087391190512735,10.093322479806597,9.467073426283948,FALSE,FALSE,0,0.7127408439323698,0.3410728155090698,0.34107281550906976
Kurdamir district,district,2009,28.98,25,30770,24726,15727,48,24446,158.4,39.5,74.91,34.88,28.98,158.4,10.104221882337209,10.115610600566873,9.663134259490725,FALSE,FALSE,0,0.7110739812529013,0.32562594176976034,0.32562594176976034
Kurdamir district,district,2010,57.62,25.75,31106,25097,14809,48.1,32693,4.7,77.3,62.4,45.2,57.62,4.7,10.394916266691387,10.130503596064212,9.602990383037504,FALSE,FALSE,0,0.7844227289034359,0.46450902557316837,0.4645090255731683
Kurdamir district,district,2011,34.64,26.72,32175,25988,14086,48,33454,2.7,97.1,88.8,50,34.64,2.7,10.417926639871954,10.165390172000421,9.552936675305356,FALSE,FALSE,0,0.7809064666250077,0.38138829542110614,0.3813882954211062
Kurdamir district,district,2012,35.92,27.21,32507,26444,13447,48.2,37400,99.3,76.7,69.56,48.1,35.92,99.3,10.529425983402623,10.182784568453469,9.50651131182387,FALSE,FALSE,0,0.8025308461320713,0.42331814854061106,0.42331814854061106
Kurdamir district,district,2013,36.72,27.35,33256,27444,16841,48.2,41564,87.2,77.2,67.6,48.5,36.72,87.2,10.634989686972537,10.21990284381078,9.731571668456054,FALSE,FALSE,0,0.8169707531715847,0.45837136827593145,0.45837136827593145
Kurdamir district,district,2014,36.65,27.87,32889,27468,17236,48.1,41620,29,73.5,50.49,48.39,36.65,29,10.636336099947625,10.220776969740568,9.75475549873573,FALSE,FALSE,0,0.8170846138182261,0.4668614652472677,0.46686146524726757
Kurdamir district,district,2015,36.87,27.83,33516,28084,14978,48.1,41786,29.5,71.7,50.35,48.13,36.87,29.5,10.640316634182197,10.24295529813714,9.614337736809313,FALSE,FALSE,0,0.812798977806838,0.46553898581063147,0.4655389858106315
Kurdamir district,district,2016,35.37,28.27,33548,28202,13244,48.1,42786,12.8,72.4,61.09,49.33,35.37,12.8,10.663966225256358,10.247148176397175,9.491299898667137,FALSE,FALSE,0,0.8166558428108568,0.41498433975298815,0.4149843397529881
Kurdamir district,district,2017,36.99,29.02,33571,28522,12975,48.1,42834,25.4,69.7,50.8,50.08,36.99,25.4,10.665087458730515,10.258430998296712,9.470779708034089,FALSE,FALSE,0,0.8143570795766777,0.41020427198409626,0.41020427198409626
Kurdamir district,district,2018,40.59,30.79,33025,28607,10131,48.7,43265,23.7,66.7,55.23,51.68,40.59,23.7,10.67509927304084,10.26140672210502,9.223355309053677,FALSE,FALSE,0,0.8154780666709276,0.38144226288175376,0.38144226288175376
Kurdamir district,district,2019,47.52,32.67,33154,28881,10234,48.4,44842,12.4,57.3,54.96,52.36,47.52,12.4,10.710900479224417,10.270939218446076,9.233470789365038,FALSE,FALSE,0,0.820749174573885,0.41450746550477413,0.4145074655047742
Kurdamir district,district,2020,48.65,38.13,32580,28832,10265.5,48.5,44894,10.2,31.2,54.82,51.49,48.65,10.2,10.71205943451149,10.269241160408065,9.23654403747282,FALSE,FALSE,0,0.8213522380923103,0.4137325266232361,0.4137325266232361
Kurdamir district,district,2021,48.76,38.36,32790,29305,9269,48.4,46468,15.1,30.1,56.09,51.46,48.76,15.1,10.746519182633365,10.28551342891053,9.134430777875833,FALSE,TRUE,0,0.8246407167327359,0.41546705259898226,0.41546705259898226
Kurdamir district,district,2022,51.7,46.19,31102,28058,8888,48.4,47734,5.1,18.8,60.21,56.64,51.7,5.1,10.77339921122349,10.242029075278717,9.092457331319466,FALSE,TRUE,0,0.8384307412215688,0.46769406030385635,0.46769406030385635
Kurdamir district,district,2023,56.55,50.64,30080,27277,8784,48.4,48331,10.9,15.1,69.62,60.56,56.55,10.9,10.785828455707216,10.213799135235694,9.080687163749312,FALSE,TRUE,0,0.8458821176757723,0.36831989598382675,0.3683198959838267
Kurdamir district,district,2024,59.63,52.68,27620,25250,8712,48.4,48072,9,17.8,70.49,63.65,59.63,9,10.780455166013764,10.136581434703507,9.072456664612796,FALSE,TRUE,0,0.8583574969954412,0.5107007575254171,0.5107007575254169
Lachin district,district,2005,NA,15.44,11301,9036,477,47.6,5045,2.2,7.4,22.45,18,15.44,2.2,8.52615293278771,9.108971877587894,6.1675164908883415,TRUE,FALSE,0,0.5581865756183679,0.28723788672976985,0.28723788672976974
Lachin district,district,2008,NA,23.85,13085,10874,1379,44.4,11391,20,25,30,30,23.85,20,9.340578848899913,9.294129897705867,7.229113877793302,TRUE,FALSE,0,0.7388588558148337,0.37689420664682094,0.37689420664682083
Lachin district,district,2009,NA,28.96,14210,11798,2123,48,11907,-6.3,10.1,32.42,32.07,28.96,-6.3,9.384881741451174,9.37568530456302,7.660585461703256,TRUE,FALSE,0,0.7276842206919198,0.34550364295965497,0.3455036429596549
Lachin district,district,2010,NA,33,16369,13953,1462,48,12789,16.1,-5.3,42.4,32,33,16.1,9.45634070543332,9.543449817892206,7.2875606403097235,TRUE,FALSE,0,0.6961017585012895,0.34271882866644926,0.34271882866644915
Lachin district,district,2011,NA,31.76,16700,14023,1325,NA,13095,NA,8.8,NA,34.6,31.76,8.8,9.479985756941812,9.548454117726651,7.1891677384203225,TRUE,FALSE,0,0.7012823784071185,0.2999683004229598,0.2999683004229598
Lachin district,district,2012,NA,29.65,16724,14220,1608,NA,13927,NA,0.5,NA,29.7,29.65,0.5,9.541584681053092,9.562404703357231,7.382746449738912,TRUE,FALSE,0,0.7151306926478048,0.29842679428255103,0.2984267942825511
Lachin district,district,2013,NA,30.43,16562,14428,1547,NA,13946,NA,4.4,NA,29.6,30.43,4.4,9.542948007780955,9.57692604202343,7.344072850573066,TRUE,FALSE,0,0.7110001070020805,0.2949329125859567,0.29493291258595666
Lachin district,district,2014,NA,37.5,16936,15140,1782,NA,22140,NA,26.7,NA,63.33,37.5,26.7,10.005141206262628,9.625095526991439,7.485491608030754,TRUE,FALSE,0,0.8152041378784326,0.4414172752547515,0.44141727525475155
Lankaran district,district,2008,24.31,17.84,21291,20619,189,42.8,25297,3.3,22.6,26.9,25,24.31,3.3,10.138441090609696,9.933968259789715,5.241747015059643,FALSE,FALSE,0,0.7663536613312224,0.8819427731319257,0.8819427731319263
Lankaran district,district,2009,31.64,31,21204,20630,432,48,26410,3.6,15,34.33,36.55,31.64,3.6,10.181498005291179,9.934501606065297,6.068425588244111,FALSE,FALSE,0,0.7782670841115673,0.6806194706559388,0.6806194706559388
Lankaran district,district,2012,32.24,33.62,23304,23043,482,47.9,30152,4.3,27.3,38.73,NA,32.24,4.3,10.314006534946971,10.045117314666792,6.1779441140506,FALSE,FALSE,0,0.7819673978708576,0.4771950656703488,0.4771950656703487
Lankaran district,district,2013,27.48,34.04,23834,23513,489,48.2,31208,5.8,NA,29.1,NA,27.48,5.8,10.348429751186492,10.065308738667605,6.192362489474872,FALSE,FALSE,0,0.7850980283056487,0.4947674440178219,0.49476744401782186
Lankaran district,district,2014,33.3,32.08,24070,23640,479,48.4,31893,1.9,NA,33.93,NA,33.3,1.9,10.370141828956715,10.070695471520034,6.171700597410915,FALSE,FALSE,0,0.7888721991815636,0.5552480618009188,0.5552480618009188
Lankaran district,district,2015,35.43,33.82,24088,23661,597,48.5,32885,5.4,NA,38.33,NA,35.43,5.4,10.400771905735452,10.0715834020661,6.391917113392602,FALSE,FALSE,0,0.7960895496342153,0.43925053984420015,0.4392505398442001
Lankaran district,district,2016,39.07,34.34,23839,23426,873,48.6,33419,4.1,NA,42.84,NA,39.07,4.1,10.416879879499433,10.06160179562982,6.771935555839602,FALSE,FALSE,0,0.8026442059872406,0.39315481381037354,0.39315481381037354
Lankaran district,district,2017,45.52,NA,23504,23002,929,49.2,33790,5.9,NA,47.02,NA,45.52,5.9,10.427920179708336,10.043336447652527,6.834108738813838,FALSE,FALSE,0,0.8094050687504983,0.402733648387729,0.402733648387729
Lankaran district,district,2018,43.13,NA,23953,23530,609,49.2,34089,5.1,NA,43.45,NA,43.13,5.1,10.43673003058612,10.066031481721408,6.411818267709897,FALSE,FALSE,0,0.805512604479191,0.36851571125576554,0.36851571125576543
Lankaran district,district,2019,41.37,41.43,24316,23866,522,49.4,34785,6.1,5.1,44.12,43.76,41.37,6.1,10.456941538357741,10.0802101309296,6.257667587882639,FALSE,FALSE,0,0.8064245461604557,0.3919311533922453,0.3919311533922452
Lankaran district,district,2020,44.33,54.02,24510,24075,456,49.3,34936,3.9,14.2,46.07,61.67,44.33,3.9,10.461273095165398,10.088929236666326,6.1224928095143865,FALSE,FALSE,0,0.8051592262955646,0.39036058394346435,0.39036058394346435
Lankaran district,district,2021,53.73,56.3,24765,24407,441,49.3,35210,10,7.7,64.61,60.99,53.73,10,10.469085412149099,10.102625255383492,6.089044875446846,FALSE,TRUE,0,0.8036148475067776,0.43858585284916174,0.43858585284916174
Lankaran district,district,2022,68.04,59.11,25064,24654,292.1,49.2,35660,7.9,11.1,70.7,67.01,68.04,7.9,10.481784891417131,10.112694438111465,5.677096209393695,FALSE,TRUE,0,0.8035056458512043,0.4035297614069209,0.40352976140692093
Lankaran district,district,2023,70.92,62.97,24925,24519,256.6,49.2,36440,6.4,8.3,78.04,67.63,70.92,6.4,10.503422351373894,10.107203606184239,5.547518452181536,FALSE,TRUE,0,0.8093419826067735,0.40509528120442106,0.4050952812044211
Lankaran district,district,2024,72,77.01,25326,24841,155.1,3.3,37003,3.1,9.3,82.03,86.32,72,3.1,10.51875426942055,10.12025079288605,5.044070070182493,FALSE,TRUE,0,0.8090012438642306,0.8648024536442055,0.8648024536442003
Lerik district,district,2005,25,14,16254,15892,519,45.8,13745,11.7,14.6,28,16.04,25,11.7,9.528430400599346,9.67357111693449,6.251903883165888,FALSE,FALSE,0,0.67457226917901,0.4735425639722136,0.47354256397221367
Lerik district,district,2008,27.03,17.6,16696,16493,239,54.1,13768,25,93.7,33.33,34,27.03,25,9.530102337891375,9.710691327448153,5.476463551931511,FALSE,FALSE,0,0.661914181154885,0.4907107271825434,0.49071072718254344
Lerik district,district,2009,24.68,30.94,16585,16411,407,48,13776,22.2,NA,36.67,NA,24.68,22.2,9.530683226667511,9.705707120679628,6.008813185442595,FALSE,FALSE,0,0.6646133867962158,0.3588854658626547,0.3588854658626547
Lerik district,district,2011,29.48,31.19,16732,16644,356,48,13795,59.3,NA,50,NA,29.48,59.3,9.532061486651386,9.719805070102831,5.87493073085203,FALSE,FALSE,0,0.6603063069419296,0.2965763403074186,0.2965763403074203
Lerik district,district,2012,31.59,30.93,16764,16701,306,48,14943,108,NA,66.67,NA,31.59,108,9.611998241741393,9.723223876851618,5.723585101952381,FALSE,FALSE,0,0.6827094129360725,0.38879740774458166,0.3887974077445815
Lerik district,district,2013,31.66,31.84,16789,16724,334,48,15109,116.7,121.4,72.2,67.4,31.66,116.7,9.62304587173984,9.724600092476456,5.811140992976701,FALSE,FALSE,0,0.6856950718215685,0.4072020807324115,0.40720208073241143
Lerik district,district,2015,33.33,30.38,16831,16783,423,47.6,15644,117.1,108.8,70,63.84,33.33,117.1,9.657842735875406,9.72812174830818,6.0473721790462776,FALSE,FALSE,0,0.6952452565518108,0.3098318156980422,0.3098318156980422
Lerik district,district,2016,35.71,32.96,16908,16868,411,47.6,15696,146.6,NA,85.38,NA,35.71,146.6,9.661161181805145,9.73317361486645,6.018593214496234,FALSE,FALSE,0,0.6945872162818723,0.26633087089338386,0.2663308708933839
Lerik district,district,2017,39.58,21.93,16532,16485,389,47.9,15967,NA,127,NA,73.76,39.58,127,9.678279371339702,9.710206155505832,5.963579343618446,FALSE,FALSE,0,0.7066368088561772,0.2776723318745231,0.27767233187452306
Lerik district,district,2018,36.17,18.03,16745,16701,318,48.9,15979,180.8,102.8,94.8,62.95,36.17,180.8,9.679030639139388,9.723223876851618,5.762051382780177,FALSE,FALSE,0,0.702470408261416,0.25440284438534333,0.2544028443853432
Lerik district,district,2019,34.92,41.71,17040,16998,309,47.6,23521,105.1,NA,72.79,NA,34.92,105.1,10.065648918115544,9.740850969058572,5.733341276897746,FALSE,FALSE,0,0.7992471064237692,0.37781613803615066,0.3778161380361509
Lerik district,district,2020,37.93,NA,17349,17298,301,48,23653,112,NA,76.68,NA,37.93,112,10.071245235769604,9.758346166866458,5.707110264748875,FALSE,FALSE,0,0.7962365590264894,0.3775222507658395,0.37752225076583773
Lerik district,district,2021,40.41,NA,17168,17118,527.2,58.4,23961,17,NA,24.71,NA,40.41,17,10.0841827875855,9.747885820441555,6.2675799831882975,FALSE,TRUE,0,0.8024336909808482,0.3824710270042835,0.38247102700434527
Lerik district,district,2022,50.07,NA,17874,17824,308,44.9,23743,96.2,NA,64.13,NA,50.07,96.2,10.075043029177243,9.788301142727011,5.730099782973574,FALSE,TRUE,0,0.7897228456679968,0.3824033159969462,0.38240331599694616
Lerik district,district,2023,15.63,NA,17160,17134,376,18.6,27699,64,NA,90.7,NA,15.63,64,10.229151590440738,9.748820072523989,5.929589143389895,FALSE,TRUE,0,0.8316447146308081,0.3400990261615004,0.3400990261615005
Lerik district,district,2024,20.38,NA,17145,17145,376,11.7,30896,2.8,NA,35.54,NA,20.38,2.8,10.338382004668295,9.74946186489702,5.929589143389895,FALSE,TRUE,0,0.8507829888405951,0.5432743506828581,0.5432743506828628
Masalli district,district,2005,21,8.71,30607,28957,315,47.9,43524,10.9,50,14.83,18.46,21,10.9,10.681067789070903,10.273567249973496,5.752572638825633,FALSE,FALSE,0,0.8096315789372495,1,10.510920488287628
Masalli district,district,2008,25,38,34170,32320,472,48,44155,18.2,45,26,58,25,18.2,10.695461449902902,10.383441512635033,6.156978985585555,FALSE,FALSE,0,0.786858545489268,1,9.559506101983082
Masalli district,district,2009,NA,15.22,35476,33614,583,48,44185,25,53.5,20.83,21.55,15.22,25,10.696140643952106,10.422697925836513,6.368187186350492,FALSE,FALSE,0,0.7771559870593673,1,9.073167316030922
Masalli district,district,2010,12.36,53.85,34943,33072,974,48,42223,25,25,20.8,40,12.36,25,10.650720375249316,10.40644228192155,6.881411303642535,FALSE,FALSE,0,0.7709014799342698,0.8464736958170394,0.8464736958170395
Masalli district,district,2011,43.92,16.67,35473,33775,913,48,43133,42.9,NA,20.8,NA,43.92,42.9,10.672043644375696,10.4274761628284,6.816735880594968,FALSE,FALSE,0,0.7705210507346657,0.5078723612812317,0.5078723612812316
Masalli district,district,2012,14.67,16.13,36308,34655,1089,48,45289,42.9,NA,20.83,NA,14.67,42.9,10.72081945637715,10.453197294352085,6.9930151229329605,FALSE,FALSE,0,0.7761275601209272,0.5002418854396335,0.5002418854396334
Masalli district,district,2013,12,16.13,36619,34980,1951,48.7,48575,66.7,NA,20.8,66.7,12,66.7,10.79086427424564,10.462531748572593,7.576097340623111,FALSE,FALSE,0,0.791450471245745,1,1.8737637578403128
